,OPER_CAP,SUMMER_CAP,WINTER_CAP,PLAN_CAP,RETIRE_CAP,GEN_UNITS,PLAN_UNIT,RETIR_UNIT,PRIM_FUEL,SEC_FUEL,COAL_USED,NGAS_USED,OIL_USED,CAP_FACTOR,LINES
0,0.0,0.0,0.0,150.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
1,2389.4,2488.0,2580.0,0.0,0.0,4,0,0,RC,SUB,9754318,0,14457,0.756347013,1
2,0.0,0.0,0.0,74.9,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
3,1221.6,978.2,1187.2,0.0,0.0,6,0,0,NG,DFO,0,13826100,0,0.229047458,1
4,1.8,1.8,1.8,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.167808219,0
5,1.6,2.0,2.0,0.0,0.0,5,0,0,WAT,NOT AVAILABLE,0,0,0,0.197146119,0
6,2.0,0.0,0.0,0.0,0.0,0,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
7,35.3,19.9,19.9,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.712667217,1
8,3.0,2.7,2.7,0.0,0.0,3,0,0,SUN,NOT AVAILABLE,0,0,0,0.215837984,0
9,4.5,4.5,4.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.173795028,0
10,1.25,0.0,0.0,0.0,0.0,0,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
11,1427.6,1285.0,1285.0,0.0,0.0,3,0,0,SUB,BIT,4134810,188536,727,0.703977581,3
12,0.0,0.0,0.0,80.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
13,52.0,52.0,52.0,0.0,0.0,2,0,0,WAT,NONE,0,0,0,0.26945469,1
14,3.9,3.9,3.9,0.0,3.2,4,0,3,LFG,NG,0,0,0,0.499736565,0
15,3.0,3.0,3.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.292884323,0
16,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.149200913,0
17,2.5,2.1,2.1,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.0,1
18,1616.1,1411.0,1411.0,0.0,8.1,3,0,3,NG,DFO,153070,16409238,904,0.148876733,1
19,2.0,2.0,2.0,0.0,0.0,4,0,0,SUN,NOT AVAILABLE,0,0,0,0.15981735,0
20,1242.0,1244.0,1286.0,0.0,0.0,2,0,0,RC,SUB,3869600,0,7429,0.612694821,1
21,0.0,0.0,0.0,4.8,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
22,5.0,5.0,5.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.168105023,0
23,12.0,10.8,10.8,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.484176814,1
24,59.4,59.4,59.4,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.344266485,0
25,0.0,0.0,0.0,8.4,0.0,0,2,0,SUN,MWH,0,0,0,0.0,0
26,30.0,30.0,30.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.200566971,0
27,2.6,2.6,2.6,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.177862662,0
28,21.2,17.6,21.0,0.0,0.0,2,0,0,NG,NOT AVAILABLE,0,1782034,0,0.954917756,1
29,1.2,0.0,0.0,0.0,0.0,0,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
30,5.0,5.0,5.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.185844749,0
31,0.0,0.0,0.0,1.5,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
32,5.0,5.0,5.0,0.0,0.0,5,0,0,SUN,NOT AVAILABLE,0,0,0,0.175525114,0
33,644.1,743.1,761.7,0.0,0.0,6,0,0,WAT,NOT AVAILABLE,0,0,0,0.26168098,0
34,6.5,6.5,6.5,0.0,0.3,5,0,1,DFO,NOT AVAILABLE,0,0,56,0.000614682,0
35,1.3,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.223744292,0
36,4.0,3.4,3.1,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.546736503,1
37,979.7,822.0,958.0,0.0,0.0,5,0,0,NG,DFO,0,1943521,11343,0.024358397,1
38,135.0,123.8,188.0,0.0,0.0,3,0,0,DFO,NOT AVAILABLE,0,0,8230,0.001045655,1
39,77.0,56.0,74.0,0.0,315.1,4,0,3,RFO,DFO,0,0,462,0.00030985,1
40,100.8,100.8,100.8,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.445388943,1
41,39.3,31.5,47.5,0.0,0.0,4,0,0,NG,DFO,0,57786,651,0.012205552,0
42,6.5,6.5,6.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.215015806,0
43,492.8,430.0,450.0,0.0,0.0,4,0,0,NG,NOT AVAILABLE,0,665842,0,0.014426834,1
44,411.4,318.0,352.1,0.0,0.0,2,0,0,NG,DFO,0,13235225,0,0.673496956,1
45,22.8,25.8,25.8,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.635411136,1
46,322.0,250.0,296.0,0.0,0.0,4,0,0,NG,DFO,0,18416832,389,0.884745898,0
47,2.5,2.5,2.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.165068493,0
48,610.7,492.8,541.0,0.0,0.0,8,0,0,NG,DFO,0,4760409,5542,0.115950741,4
49,42.0,42.0,42.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.326092629,1
50,4.3,4.3,4.3,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.157242222,0
51,19.2,17.3,17.3,0.0,0.0,7,0,0,DFO,NG,0,539,25,0.000407396,0
52,20.0,20.0,20.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.29159817,0
53,0.0,0.0,0.0,0.0,4.4,0,0,4,LFG,NOT AVAILABLE,0,0,0,0.0,0
54,11.3,9.7,9.7,0.0,0.0,6,0,0,DFO,NG,0,0,34,0.000294215,0
55,120.0,120.0,120.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.369723174,0
56,5.0,5.0,5.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.199863014,0
57,23.0,0.0,0.0,0.0,0.0,0,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
58,73.4,76.4,76.4,0.0,0.0,5,0,0,WDS,BLQ,0,452062,1278,0.653105933,1
59,18.0,18.0,18.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.28814054,0
60,3.7,3.7,3.7,0.0,0.0,1,0,0,NG,NOT AVAILABLE,0,45980,0,0.170800938,0
61,4.5,4.5,4.5,0.0,0.0,5,0,0,DFO,NOT AVAILABLE,0,0,36,0.000126839,0
62,20.0,19.4,6.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.210351645,0
63,0.0,0.0,0.0,75.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
64,0.0,0.0,0.0,5.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
65,36.0,36.0,36.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.270167428,0
66,0.0,0.0,0.0,80.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
67,1.5,1.5,1.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.199315068,0
68,3.6,3.6,3.6,0.0,0.0,2,0,0,DFO,NOT AVAILABLE,0,0,226,0.002219685,0
69,1.7,1.7,1.7,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.20017459,0
70,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.018378995,0
71,725.9,710.9,721.4,0.0,0.0,1,0,0,SUB,NOT AVAILABLE,1617295,0,14571,0.404755753,1
72,6.5,6.5,6.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.152687039,0
73,22.0,21.0,21.0,0.0,21.0,5,0,3,NG,NOT AVAILABLE,0,320388,0,0.216808002,0
74,20.0,20.0,20.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.29847603,0
75,1.8,1.8,1.8,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.180111618,0
76,223.5,199.5,223.5,0.0,0.0,4,0,0,NG,NOT AVAILABLE,0,1177258,0,0.06403051,0
77,12.5,11.0,11.0,0.0,0.0,1,0,0,MSW,NOT AVAILABLE,0,32679,0,0.572031963,0
78,1.7,1.7,1.7,0.0,1.5,5,0,4,DFO,WAT,0,0,43,0.231399409,0
79,199.0,199.0,199.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.463685436,0
80,102.0,102.0,102.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.288667293,0
81,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.000285388,0
82,2.9,2.4,2.4,0.0,520.0,1,0,3,NG,DFO,0,0,114,0.000285388,0
83,6.6,6.3,6.6,0.0,0.0,2,0,0,NG,DFO,0,612799,5,0.739091832,0
84,104.2,104.2,104.2,0.0,0.0,4,0,0,NG,BLQ,0,5742051,0,0.387155015,1
85,5.4,5.4,5.4,0.0,0.0,3,0,0,DFO,NOT AVAILABLE,0,0,97,0.001099273,0
86,0.0,0.0,0.0,2.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
87,4.7,3.0,3.0,0.0,0.0,1,0,0,PC,NOT AVAILABLE,0,0,0,0.02295814,0
88,2.0,2.0,2.0,2.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
89,2.0,2.0,2.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.0,0
90,36.5,36.5,36.5,0.0,0.0,8,0,0,LFG,NOT AVAILABLE,0,0,0,0.0,1
91,4.8,4.8,4.8,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.1566543,0
92,21.0,21.0,21.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.328631224,1
93,34.1,33.8,33.8,0.0,0.0,5,0,0,NG,DFO,0,33039,146,0.002107482,1
94,1.0,1.0,0.8,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.16586758,0
95,2.6,2.6,2.6,0.0,0.0,2,0,0,WND,NOT AVAILABLE,0,0,0,0.041666667,0
96,9.2,8.6,8.6,0.0,0.0,3,0,0,DFO,NOT AVAILABLE,0,0,19,5.30955e-05,0
97,1.8,1.8,1.8,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.122716895,0
98,4.3,4.3,4.3,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.175188489,0
99,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.216381279,0
100,471.0,417.0,428.0,0.0,0.0,5,0,0,BIT,NG,115532,5443857,29,0.176978418,1
101,0.0,0.0,0.0,0.0,26.8,0,0,1,OBS,DFO,0,0,0,0.0,0
102,61.0,61.0,61.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.296818624,1
103,1003.5,918.0,999.0,0.0,0.0,6,0,0,NG,NOT AVAILABLE,0,36946189,0,0.660341371,1
104,231.2,183.4,206.1,0.0,0.0,2,0,0,NG,KER,0,662840,5279,0.042209433,1
105,3.2,3.2,3.2,0.0,0.0,2,0,0,LFG,NOT AVAILABLE,0,0,0,0.230343893,0
106,232.5,232.5,232.5,0.0,0.0,1,0,0,WND,NONE,0,0,0,0.33062159,1
107,72.0,79.2,79.4,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.370887817,1
108,1.9,1.2,1.2,0.0,0.0,2,0,0,MWH,SUN,0,0,0,0.084094368,0
109,150.0,150.0,150.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.295459665,0
110,0.0,0.0,0.0,0.0,3.0,0,0,1,SUN,NOT AVAILABLE,0,0,0,0.0,0
111,1.7,1.7,1.7,0.0,0.0,3,0,0,WND,NG,0,3485,0,0.050295461,0
112,4.3,4.3,4.3,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.122889455,0
113,1.3,1.3,1.3,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.26501581,0
114,6.6,6.7,6.7,0.0,0.0,6,0,0,DFO,NOT AVAILABLE,0,0,45,0.000664486,0
115,1.4,1.6,1.6,0.0,0.0,4,0,0,DFO,NOT AVAILABLE,0,0,3347,0.144192352,0
116,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.144406393,0
117,1.5,1.5,1.5,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.188584475,0
118,0.0,0.0,0.0,3.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
119,284.4,285.6,374.6,0.0,0.0,8,0,0,NG,DFO,0,265511,716,0.006958834,1
120,3.2,2.4,2.6,0.0,0.0,2,0,0,LFG,NOT AVAILABLE,0,0,0,0.863441781,0
121,217.0,183.3,210.9,0.0,5.4,4,0,2,NG,DFO,0,179597,3073,0.01291393,1
122,2.4,2.4,2.4,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.213755708,0
123,0.9,0.9,0.9,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
124,1.0,1.0,1.0,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.340753425,0
125,50.0,50.0,50.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.080853881,0
126,3.6,3.6,3.6,0.0,0.0,12,0,0,LFG,DFO,0,0,614,0.346651446,0
127,4.1,4.1,4.1,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.149793964,0
128,250.0,250.0,250.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.02701416,1
129,1.5,1.5,1.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.056697108,0
130,397.8,264.0,292.0,0.0,0.0,2,0,0,NG,DFO,0,4583236,707,0.185016259,3
131,0.0,0.0,0.0,8.4,0.0,0,3,0,NG,NOT AVAILABLE,0,0,0,0.0,0
132,154.0,154.0,154.0,0.0,0.0,3,0,0,NG,NOT AVAILABLE,0,1823399,0,0.10794417,1
133,832.3,714.6,760.4,0.0,0.0,3,0,0,NG,NOT AVAILABLE,0,35489083,0,0.841657913,0
134,3.4,3.4,3.4,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.305432447,0
135,75.0,75.0,75.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.364820396,1
136,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.0206621,0
137,0.0,0.0,0.0,5.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
138,0.0,0.0,0.0,40.0,0.0,0,2,0,MWH,NOT AVAILABLE,0,0,0,0.0,0
139,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.000285388,0
140,3.0,3.0,3.0,0.0,0.0,2,0,0,SUN,NOT AVAILABLE,0,0,0,0.10776256,0
141,1.6,1.5,1.5,0.0,0.0,1,0,0,NOT AVAILABLE,NONE,0,0,0,0.7901,0
142,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.192579909,0
143,1.2,1.2,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.130517504,0
144,12.8,11.7,12.9,0.0,1.1,4,0,1,LFG,NOT AVAILABLE,0,0,0,0.853754439,0
145,99.1,99.1,99.1,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.489209967,0
146,99.2,85.0,85.0,0.0,0.0,1,0,0,WDS,BIT,187863,0,3727,0.569063923,1
147,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.131849315,0
148,210.0,210.0,210.0,0.0,0.0,4,0,0,WND,NOT AVAILABLE,0,0,0,0.138300174,0
149,3.0,3.0,2.4,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.120928463,0
150,21.9,21.9,21.9,15.5,0.0,2,1,0,WND,NOT AVAILABLE,0,0,0,0.25537937,0
151,3.4,3.2,3.2,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.470462329,0
152,4.5,4.5,4.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.167529173,0
153,3.0,3.0,3.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.20026636,0
154,110.0,114.8,114.8,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.460213713,1
155,63.0,49.0,49.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.742503029,1
156,1.5,1.5,1.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
157,5.0,5.0,5.0,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.37826484,0
158,4.0,4.0,4.0,0.0,0.0,1,0,0,NG,NOT AVAILABLE,0,1103160,0,0.458230879,0
159,4.2,4.2,4.2,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.174603175,0
160,248.2,248.2,248.2,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.045691076,0
161,3.0,3.0,3.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.232305936,0
162,8.5,5.2,5.2,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.605000878,0
163,0.0,0.0,0.0,0.0,6.0,0,0,6,LFG,NOT AVAILABLE,0,0,0,0.0,0
164,51.0,44.0,44.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.416562889,1
165,91.5,91.5,91.5,0.0,0.0,1,0,0,WND,NONE,0,0,0,0.3706515,0
166,1.3,1.3,1.3,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.28503688,0
167,8.0,8.0,8.0,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.610416667,0
168,3.1,3.1,3.1,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.131941376,0
169,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
170,0.0,0.0,0.0,0.0,10.6,0,0,11,DFO,NOT AVAILABLE,0,0,0,0.0,0
171,4.5,4.5,4.5,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.249391172,0
172,0.0,0.0,0.0,0.0,197.6,0,0,10,NG,DFO,0,0,0,0.0,0
173,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.069748858,0
174,0.0,0.0,0.0,100.0,0.0,0,1,0,MWH,NOT AVAILABLE,0,0,0,0.0,0
175,25.1,25.1,25.1,0.0,2.5,8,0,2,DFO,NG,0,763,228,0.000927796,1
176,380.8,357.2,384.2,0.0,230.0,2,0,1,NG,DFO,0,5936666,1888,0.182462403,1
177,1.4,1.4,1.4,0.0,0.0,1,0,0,OBG,NOT AVAILABLE,0,0,0,0.335779517,0
178,3.0,3.0,3.0,0.0,0.0,2,0,0,SUN,NOT AVAILABLE,0,0,0,0.22587519,0
179,0.0,0.0,0.0,0.0,270.0,0,0,1,NG,NOT AVAILABLE,0,0,0,0.0,0
180,1.4,1.4,1.4,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.132338552,0
181,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.184246575,0
182,20.0,20.0,20.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.285513699,0
183,1.5,1.2,1.2,0.0,0.0,3,0,0,NOT AVAILABLE,NONE,0,0,0,0.0,2
184,2.2,0.8,0.8,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,1.47859589,0
185,3.0,3.0,3.0,0.0,0.0,4,0,0,NG,DFO,0,3281,26,0.0,0
186,50.1,48.4,50.1,0.0,0.0,3,0,0,NG,DFO,0,2345755,1862,0.56973636,0
187,20.6,19.5,19.5,0.0,3.4,6,0,5,NG,DFO,0,0,0,0.0,1
188,9.0,9.0,9.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.275126839,1
189,0.0,0.0,0.0,0.0,2.0,0,0,2,DFO,NOT AVAILABLE,0,0,0,0.0,0
190,100.5,100.5,100.5,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.255205707,0
191,1.7,1.7,1.7,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.204069299,0
192,0.0,0.0,0.0,274.5,0.0,0,5,0,NG,NOT AVAILABLE,0,0,0,0.0,1
193,15.4,15.4,15.4,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.192359011,0
194,239.4,239.4,239.4,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.206246686,1
195,5.4,5.4,5.4,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.15698461,0
196,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
197,6.0,4.2,4.5,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.582191781,0
198,1.5,1.5,1.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.177549467,0
199,20.1,6.3,6.6,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,1.213162282,1
200,10.8,10.8,10.8,0.0,0.0,36,0,0,LFG,DFO,0,0,3827,0.621480213,0
201,121.2,96.0,110.0,0.0,108.0,1,0,1,NG,NOT AVAILABLE,0,1045810,0,0.107311882,1
202,1.0,1.2,1.2,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.068873668,0
203,987.0,793.0,933.0,0.0,0.0,5,0,0,NG,OG,0,50174409,0,0.70549711,1
204,1.5,1.5,1.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.18805175,0
205,3.0,0.0,0.0,0.0,0.0,0,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
206,11.8,10.8,11.8,0.0,0.0,2,0,0,NG,NOT AVAILABLE,0,4027,0,0.00329401,0
207,3.6,3.6,3.6,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.239440639,0
208,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.15456621,0
209,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.177853881,0
210,1.8,1.5,1.8,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.254109589,1
211,151.7,140.0,140.0,0.0,0.0,1,0,0,WND,NOT AVAILABLE,0,0,0,0.26812541,0
212,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.209474886,0
213,17.7,14.7,14.7,0.0,2.5,6,0,1,DFO,NG,0,3,121,0.000528065,1
214,3.0,3.0,3.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
215,3.8,3.8,3.8,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.175078106,0
216,10.8,10.8,10.8,0.0,0.0,6,0,0,DFO,NOT AVAILABLE,0,0,845,0.005221546,0
217,5.3,4.3,4.8,0.0,0.0,1,0,0,LFG,DFO,0,0,0,0.201789317,1
218,8.5,7.1,7.1,0.0,0.0,1,0,0,WDS,NOT AVAILABLE,0,0,0,0.952151264,0
219,1.6,1.6,1.6,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.253638699,0
220,1.6,1.6,1.6,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.192351598,0
221,167.2,148.4,188.9,0.0,0.0,4,0,0,KER,NOT AVAILABLE,0,0,3869,0.001202322,1
222,19.6,19.6,19.6,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.008736371,0
223,25.1,25.1,25.1,0.0,0.0,2,0,0,WND,NOT AVAILABLE,0,0,0,0.14079299,0
224,7.2,7.2,7.2,0.0,0.0,5,0,0,DFO,NG,0,0,0,0.0,1
225,1.3,1.3,1.3,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.194502986,0
226,4.4,4.4,4.4,0.0,3.0,2,0,3,DFO,NG,0,0,35,0.00050851,0
227,2.0,2.0,1.7,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.27163242,0
228,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.232648402,0
229,2.5,2.5,2.5,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.198858447,0
230,6.4,6.4,6.4,0.0,0.0,4,0,0,LFG,NOT AVAILABLE,0,0,0,0.885291809,0
231,2.7,2.7,2.7,0.0,0.0,4,0,0,DFO,NG,0,0,0,0.0,0
232,1.0,1.0,1.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.065639269,0
233,34.0,34.0,34.0,0.0,0.0,1,0,0,NG,NOT AVAILABLE,0,3418831,0,0.82254902,0
234,1.0,1.0,1.0,0.0,0.0,1,0,0,NG,NOT AVAILABLE,0,43390,0,0.71164384,0
235,0.0,0.0,0.0,0.0,84.7,0,0,6,SUB,BIT,0,0,0,0.0,0
236,534.9,485.0,485.0,0.0,0.0,9,0,0,NG,NOT AVAILABLE,0,5175057,0,0.124976227,1
237,85.3,74.2,81.4,0.0,0.0,1,0,0,NG,NOT AVAILABLE,0,7498026,0,1.029014203,1
238,1.0,1.0,1.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.49109589,0
239,4.2,4.1,4.1,0.0,0.3,3,0,1,DFO,NOT AVAILABLE,0,0,8,0.000139214,0
240,678.1,517.2,565.2,0.0,700.5,7,0,9,NG,NONE,0,30858818,0,0.68319154,0
241,1.3,1.3,1.3,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.130313488,0
242,3.0,3.0,3.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.174238965,0
243,2.0,0.0,0.0,0.0,0.0,0,0,0,SUN,NOT AVAILABLE,0,0,0,0.0,0
244,10.2,10.2,10.2,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.598184708,0
245,6.4,6.4,6.4,0.0,0.0,4,0,0,LFG,NOT AVAILABLE,0,0,0,0.633722175,0
246,157.8,155.9,155.9,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.29582539,0
247,618.8,574.1,644.8,0.0,0.0,3,0,0,NG,DFO,0,30076641,0,0.889750207,1
248,321.2,328.0,327.4,0.0,0.0,6,0,0,WAT,NOT AVAILABLE,0,0,0,0.03754072,1
249,4.4,4.4,4.4,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.461628269,0
