kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;kode_desa_kelurahan;nama_desa_kelurahan;kemendagri_kode_kecamatan;kemendagri_nama_kecamatan;kemendagri_kode_desa_kelurahan;kemendagri_nama_desa_kelurahan;tingkat_pendidikan;tahun;id
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190006.0;WANAHERANG;32.01.02;GUNUNG PUTRI;32.01.02.2001;WANAHERANG;TAMAT SMA/SEDERAJAT;2019;1
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190010.0;BOJONG KULUR;32.01.02;GUNUNG PUTRI;32.01.02.2002;BOJONG KULUR;TAMAT SMA/SEDERAJAT;2019;2
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190009.0;CIANGSANA;32.01.02;GUNUNG PUTRI;32.01.02.2003;CIANGSANA;TAMAT SMA/SEDERAJAT;2019;3
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190002.0;GUNUNG PUTRI;32.01.02;GUNUNG PUTRI;32.01.02.2004;GUNUNG PUTRI;TAMAT SMA/SEDERAJAT;2019;4
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190004.0;BOJONG NANGKA;32.01.02;GUNUNG PUTRI;32.01.02.2005;BOJONG NANGKA;TAMAT SMA/SEDERAJAT;2019;5
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190003.0;TLAJUNG UDIK;32.01.02;GUNUNG PUTRI;32.01.02.2006;TLAJUNG UDIK;TAMAT SMA/SEDERAJAT;2019;6
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190005.0;CICADAS;32.01.02;GUNUNG PUTRI;32.01.02.2007;CICADAS;TAMAT SMA/SEDERAJAT;2019;7
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190007.0;CIKEAS UDIK;32.01.02;GUNUNG PUTRI;32.01.02.2008;CIKEAS UDIK;TAMAT SD/SEDERAJAT;2019;8
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190008.0;NAGRAK;32.01.02;GUNUNG PUTRI;32.01.02.2009;NAGRAK;TAMAT SMP/SEDERAJAT;2019;9
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201190.0;GUNUNG PUTRI;3201190001.0;KARANGGAN;32.01.02;GUNUNG PUTRI;32.01.02.2010;KARANGGAN;TAMAT SMA/SEDERAJAT;2019;10
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200014.0;PUSPASARI;32.01.03;CITEUREUP;32.01.03.2001;PUSPASARI;TAMAT SMA/SEDERAJAT;2019;11
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200012.0;CITEUREUP;32.01.03;CITEUREUP;32.01.03.2002;CITEUREUP;TAMAT SMA/SEDERAJAT;2019;12
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200006.0;LEUWINUTUG;32.01.03;CITEUREUP;32.01.03.2003;LEUWINUTUG;TAMAT SMP/SEDERAJAT;2019;13
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200003.0;TAJUR;32.01.03;CITEUREUP;32.01.03.2004;TAJUR;TAMAT SD/SEDERAJAT;2019;14
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200007.0;SANJA;32.01.03;CITEUREUP;32.01.03.2005;SANJA;TAMAT SMA/SEDERAJAT;2019;15
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200009.0;KARANG ASEM TIMUR;32.01.03;CITEUREUP;32.01.03.2008;KARANG ASEM TIMUR;TAMAT SMA/SEDERAJAT;2019;16
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200010.0;TARIKOLOT;32.01.03;CITEUREUP;32.01.03.2009;TARIKOLOT;TAMAT SMA/SEDERAJAT;2019;17
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200011.0;GUNUNGSARI;32.01.03;CITEUREUP;32.01.03.2010;GUNUNGSARI;TAMAT SMP/SEDERAJAT;2019;18
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200001.0;TANGKIL;32.01.03;CITEUREUP;32.01.03.2011;TANGKIL;TAMAT SD/SEDERAJAT;2019;19
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200005.0;SUKAHATI;32.01.03;CITEUREUP;32.01.03.2012;SUKAHATI;TAMAT SD/SEDERAJAT;2019;20
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200002.0;HAMBALANG;32.01.03;CITEUREUP;32.01.03.2013;HAMBALANG;TAMAT SD/SEDERAJAT;2019;21
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201200.0;CITEUREUP;3201200004.0;PASIRMUKTI;32.01.03;CITEUREUP;32.01.03.2014;PASIRMUKTI;TAMAT SMP/SEDERAJAT;2019;22
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130002.0;GUNUNGGEULIS;32.01.04;SUKARAJA;32.01.04.2001;GUNUNGGEULIS;TAMAT SMA/SEDERAJAT;2019;23
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130012.0;CILEBUT TIMUR;32.01.04;SUKARAJA;32.01.04.2002;CILEBUT TIMUR;TAMAT SMA/SEDERAJAT;2019;24
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130013.0;CILEBUT BARAT;32.01.04;SUKARAJA;32.01.04.2003;CILEBUT BARAT;TAMAT SMA/SEDERAJAT;2019;25
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130001.0;CIBANON;32.01.04;SUKARAJA;32.01.04.2004;CIBANON;TIDAK SEKOLAH;2019;26
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130003.0;NAGRAK;32.01.04;SUKARAJA;32.01.04.2005;NAGRAK;TAMAT SMA/SEDERAJAT;2019;27
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130004.0;SUKATANI;32.01.04;SUKARAJA;32.01.04.2006;SUKATANI;TAMAT SMP/SEDERAJAT;2019;28
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130005.0;SUKARAJA;32.01.04;SUKARAJA;32.01.04.2007;SUKARAJA;TAMAT SMA/SEDERAJAT;2019;29
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130006.0;CIKEAS;32.01.04;SUKARAJA;32.01.04.2008;CIKEAS;TAMAT SMA/SEDERAJAT;2019;30
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130011.0;PASIR JAMBU;32.01.04;SUKARAJA;32.01.04.2009;PASIR JAMBU;TAMAT SMA/SEDERAJAT;2019;31
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130010.0;CIMANDALA;32.01.04;SUKARAJA;32.01.04.2010;CIMANDALA;TAMAT SMA/SEDERAJAT;2019;32
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130009.0;CIJUJUNG;32.01.04;SUKARAJA;32.01.04.2011;CIJUJUNG;TAMAT SMP/SEDERAJAT;2019;33
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130007.0;CADASNGAMPAR;32.01.04;SUKARAJA;32.01.04.2012;CADASNGAMPAR;TAMAT SMA/SEDERAJAT;2019;34
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201130.0;SUKARAJA;3201130008.0;PASIRLAJA;32.01.04;SUKARAJA;32.01.04.2013;PASIRLAJA;TAMAT SD/SEDERAJAT;2019;35
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140001.0;CIJAYANTI;32.01.05;BABAKAN MADANG;32.01.05.2001;CIJAYANTI;TAMAT SD/SEDERAJAT;2019;36
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140004.0;SUMURBATU;32.01.05;BABAKAN MADANG;32.01.05.2002;SUMURBATU;TAMAT SMA/SEDERAJAT;2019;37
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140009.0;SENTUL;32.01.05;BABAKAN MADANG;32.01.05.2003;SENTUL;TAMAT SMP/SEDERAJAT;2019;38
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140003.0;KARANGTENGAH;32.01.05;BABAKAN MADANG;32.01.05.2004;KARANGTENGAH;TAMAT SMA/SEDERAJAT;2019;39
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140007.0;CIPAMBUAN;32.01.05;BABAKAN MADANG;32.01.05.2005;CIPAMBUAN;TAMAT SD/SEDERAJAT;2019;40
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140008.0;KADUMANGGU;32.01.05;BABAKAN MADANG;32.01.05.2006;KADUMANGGU;TAMAT SMA/SEDERAJAT;2019;41
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140006.0;CITARINGGUL;32.01.05;BABAKAN MADANG;32.01.05.2007;CITARINGGUL;TAMAT SMP/SEDERAJAT;2019;42
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140005.0;BABAKAN MADANG;32.01.05;BABAKAN MADANG;32.01.05.2008;BABAKAN MADANG;TAMAT SMP/SEDERAJAT;2019;43
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201140.0;BABAKAN MADANG;3201140002.0;BOJONG KONENG;32.01.05;BABAKAN MADANG;32.01.05.2009;BOJONG KONENG;TAMAT SD/SEDERAJAT;2019;44
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170011.0;SUKAMAJU;32.01.06;JONGGOL;32.01.06.2001;SUKAMAJU;TAMAT SMA/SEDERAJAT;2019;45
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170009.0;SIRNAGALIH;32.01.06;JONGGOL;32.01.06.2002;SIRNAGALIH;TAMAT SMP/SEDERAJAT;2019;46
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170005.0;SINGAJAYA;32.01.06;JONGGOL;32.01.06.2003;SINGAJAYA;TAMAT SMA/SEDERAJAT;2019;47
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170006.0;SUKASIRNA;32.01.06;JONGGOL;32.01.06.2004;SUKASIRNA;TAMAT SMP/SEDERAJAT;2019;48
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170002.0;SUKANEGARA;32.01.06;JONGGOL;32.01.06.2005;SUKANEGARA;TAMAT SMP/SEDERAJAT;2019;49
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170012.0;SUKAMANAH;32.01.06;JONGGOL;32.01.06.2006;SUKAMANAH;TAMAT SMA/SEDERAJAT;2019;50
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170013.0;WENINGGALIH;32.01.06;JONGGOL;32.01.06.2007;WENINGGALIH;TAMAT SMP/SEDERAJAT;2019;51
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170003.0;CIBODAS;32.01.06;JONGGOL;32.01.06.2008;CIBODAS;TAMAT SD/SEDERAJAT;2019;52
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170010.0;JONGGOL;32.01.06;JONGGOL;32.01.06.2009;JONGGOL;TAMAT SMP/SEDERAJAT;2019;53
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170008.0;BENDUNGAN;32.01.06;JONGGOL;32.01.06.2010;BENDUNGAN;TAMAT SMP/SEDERAJAT;2019;54
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170004.0;SINGASARI;32.01.06;JONGGOL;32.01.06.2011;SINGASARI;TAMAT SMP/SEDERAJAT;2019;55
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170007.0;BALEKAMBANG;32.01.06;JONGGOL;32.01.06.2012;BALEKAMBANG;TAMAT SD/SEDERAJAT;2019;56
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170001.0;SUKAJAYA;32.01.06;JONGGOL;32.01.06.2013;SUKAJAYA;TAMAT SD/SEDERAJAT;2019;57
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201170.0;JONGGOL;3201170014.0;SUKAGALIH;32.01.06;JONGGOL;32.01.06.2014;SUKAGALIH;TAMAT SMP/SEDERAJAT;2019;58
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180020.0;PASIRANGIN;32.01.07;CILEUNGSI;32.01.07.2001;PASIRANGIN;TAMAT SMA/SEDERAJAT;2019;59
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180016.0;MEKARSARI;32.01.07;CILEUNGSI;32.01.07.2002;MEKARSARI;TAMAT SMA/SEDERAJAT;2019;60
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180011.0;MAMPIR;32.01.07;CILEUNGSI;32.01.07.2003;MAMPIR;TAMAT SMA/SEDERAJAT;2019;61
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180010.0;DAYEUH;32.01.07;CILEUNGSI;32.01.07.2004;DAYEUH;TAMAT SMA/SEDERAJAT;2019;62
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180015.0;GANDOANG;32.01.07;CILEUNGSI;32.01.07.2005;GANDOANG;TAMAT SMA/SEDERAJAT;2019;63
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180014.0;JATISARI;32.01.07;CILEUNGSI;32.01.07.2006;JATISARI;TAMAT SMA/SEDERAJAT;2019;64
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180017.0;CILEUNGSI KIDUL;32.01.07;CILEUNGSI;32.01.07.2007;CILEUNGSI KIDUL;TAMAT SMA/SEDERAJAT;2019;65
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180013.0;CIPEUCANG;32.01.07;CILEUNGSI;32.01.07.2008;CIPEUCANG;TAMAT SMA/SEDERAJAT;2019;66
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180012.0;SITUSARI;32.01.07;CILEUNGSI;32.01.07.2009;SITUSARI;TAMAT SMA/SEDERAJAT;2019;67
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180021.0;CIPENJO;32.01.07;CILEUNGSI;32.01.07.2010;CIPENJO;TAMAT SMA/SEDERAJAT;2019;68
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180019.0;LIMUSNUNGGAL;32.01.07;CILEUNGSI;32.01.07.2011;LIMUSNUNGGAL;TAMAT SMA/SEDERAJAT;2019;69
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201180.0;CILEUNGSI;3201180018.0;CILEUNGSI;32.01.07;CILEUNGSI;32.01.07.2012;CILEUNGSI;TAMAT SMA/SEDERAJAT;2019;70
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160011.0;KARYAMEKAR;32.01.08;CARIU;32.01.08.2001;KARYAMEKAR;TAMAT SMP/SEDERAJAT;2019;71
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160020.0;BABAKANRADEN;32.01.08;CARIU;32.01.08.2002;BABAKANRADEN;TAMAT SD/SEDERAJAT;2019;72
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160013.0;CIKUTAMAHI;32.01.08;CARIU;32.01.08.2003;CIKUTAMAHI;TAMAT SMA/SEDERAJAT;2019;73
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160018.0;KUTAMEKAR;32.01.08;CARIU;32.01.08.2004;KUTAMEKAR;TAMAT SD/SEDERAJAT;2019;74
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160017.0;CARIU;32.01.08;CARIU;32.01.08.2005;CARIU;TAMAT SMA/SEDERAJAT;2019;75
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160015.0;MEKARWANGI;32.01.08;CARIU;32.01.08.2006;MEKARWANGI;TAMAT SMP/SEDERAJAT;2019;76
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160012.0;BANTARKUNING;32.01.08;CARIU;32.01.08.2007;BANTARKUNING;TAMAT SD/SEDERAJAT;2019;77
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160019.0;SUKAJADI;32.01.08;CARIU;32.01.08.2008;SUKAJADI;TIDAK TAMAT SD;2019;78
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160016.0;TEGALPANJANG;32.01.08;CARIU;32.01.08.2009;TEGALPANJANG;TAMAT SMA/SEDERAJAT;2019;79
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201160.0;CARIU;3201160014.0;CIBATUTIGA;32.01.08;CARIU;32.01.08.2010;CIBATUTIGA;TAMAT SD/SEDERAJAT;2019;80
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150003.0;WARGAJAYA;32.01.09;SUKAMAKMUR;32.01.09.2001;WARGAJAYA;TAMAT SMA/SEDERAJAT;2019;81
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150008.0;PABUARAN;32.01.09;SUKAMAKMUR;32.01.09.2002;PABUARAN;TAMAT SMP/SEDERAJAT;2019;82
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150009.0;SUKADAMAI;32.01.09;SUKAMAKMUR;32.01.09.2003;SUKADAMAI;TAMAT SMA/SEDERAJAT;2019;83
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150001.0;SUKAWANGI;32.01.09;SUKAMAKMUR;32.01.09.2004;SUKAWANGI;TAMAT SD/SEDERAJAT;2019;84
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150007.0;CIBADAK;32.01.09;SUKAMAKMUR;32.01.09.2005;CIBADAK;TAMAT SD/SEDERAJAT;2019;85
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150010.0;SUKARESMI;32.01.09;SUKAMAKMUR;32.01.09.2006;SUKARESMI;TAMAT SMP/SEDERAJAT;2019;86
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150005.0;SUKAMULYA;32.01.09;SUKAMAKMUR;32.01.09.2007;SUKAMULYA;TAMAT SMP/SEDERAJAT;2019;87
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150002.0;SUKAHARJA;32.01.09;SUKAMAKMUR;32.01.09.2008;SUKAHARJA;TAMAT SMA/SEDERAJAT;2019;88
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150004.0;SIRNAJAYA;32.01.09;SUKAMAKMUR;32.01.09.2009;SIRNAJAYA;TAMAT SD/SEDERAJAT;2019;89
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201150.0;SUKAMAKMUR;3201150006.0;SUKAMAKMUR;32.01.09;SUKAMAKMUR;32.01.09.2010;SUKAMAKMUR;TAMAT SD/SEDERAJAT;2019;90
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240012.0;PARUNG;32.01.10;PARUNG;32.01.10.2001;PARUNG;TAMAT SMA/SEDERAJAT;2019;91
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240009.0;IWUL;32.01.10;PARUNG;32.01.10.2002;IWUL;TAMAT SMP/SEDERAJAT;2019;92
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240015.0;BOJONGSEMPU;32.01.10;PARUNG;32.01.10.2003;BOJONGSEMPU;TAMAT SMP/SEDERAJAT;2019;93
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240013.0;WARU;32.01.10;PARUNG;32.01.10.2004;WARU;TAMAT SMA/SEDERAJAT;2019;94
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240017.0;COGREG;32.01.10;PARUNG;32.01.10.2005;COGREG;TAMAT SMP/SEDERAJAT;2019;95
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240011.0;PAMEGARSARI;32.01.10;PARUNG;32.01.10.2006;PAMEGARSARI;TAMAT SMA/SEDERAJAT;2019;96
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240014.0;WARUJAYA;32.01.10;PARUNG;32.01.10.2007;WARUJAYA;TAMAT SMA/SEDERAJAT;2019;97
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240016.0;BOJONGINDAH;32.01.10;PARUNG;32.01.10.2008;BOJONGINDAH;TAMAT SMP/SEDERAJAT;2019;98
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201240.0;PARUNG;3201240010.0;JABONMEKAR;32.01.10;PARUNG;32.01.10.2009;JABONMEKAR;TAMAT SD/SEDERAJAT;2019;99
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250004.0;CIDOKOM;32.01.11;GUNUNG SINDUR;32.01.11.2001;CIDOKOM;TAMAT SMA/SEDERAJAT;2019;100
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250005.0;PADURENAN;32.01.11;GUNUNG SINDUR;32.01.11.2002;PADURENAN;TAMAT SMA/SEDERAJAT;2019;101
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250008.0;PENGASINAN;32.01.11;GUNUNG SINDUR;32.01.11.2003;PENGASINAN;TAMAT SD/SEDERAJAT;2019;102
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250006.0;CURUG;32.01.11;GUNUNG SINDUR;32.01.11.2004;CURUG;TAMAT SMA/SEDERAJAT;2019;103
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250009.0;GUNUNGSINDUR;32.01.11;GUNUNG SINDUR;32.01.11.2005;GUNUNGSINDUR;TAMAT SMP/SEDERAJAT;2019;104
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250001.0;JAMPANG;32.01.11;GUNUNG SINDUR;32.01.11.2006;JAMPANG;TAMAT SMA/SEDERAJAT;2019;105
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250002.0;CIBADUNG;32.01.11;GUNUNG SINDUR;32.01.11.2007;CIBADUNG;TAMAT SMP/SEDERAJAT;2019;106
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250003.0;CIBINONG;32.01.11;GUNUNG SINDUR;32.01.11.2008;CIBINONG;TAMAT SMP/SEDERAJAT;2019;107
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250007.0;RAWAKALONG;32.01.11;GUNUNG SINDUR;32.01.11.2009;RAWAKALONG;TAMAT SMP/SEDERAJAT;2019;108
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201250.0;GUNUNG SINDUR;3201250010.0;PABUARAN;32.01.11;GUNUNG SINDUR;32.01.11.2010;PABUARAN;TAMAT SMP/SEDERAJAT;2019;109
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230009.0;BOJONG;32.01.12;KEMANG;32.01.12.2001;BOJONG;TAMAT SMA/SEDERAJAT;2019;110
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230008.0;PARAKANJAYA;32.01.12;KEMANG;32.01.12.2002;PARAKANJAYA;TAMAT SMA/SEDERAJAT;2019;111
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230010.0;KEMANG;32.01.12;KEMANG;32.01.12.2003;KEMANG;TAMAT SMP/SEDERAJAT;2019;112
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230011.0;PABUARAN;32.01.12;KEMANG;32.01.12.2004;PABUARAN;TAMAT SD/SEDERAJAT;2019;113
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230006.0;SEMPLAK BARAT;32.01.12;KEMANG;32.01.12.2005;SEMPLAK BARAT;TAMAT SMA/SEDERAJAT;2019;114
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230015.0;JAMPANG;32.01.12;KEMANG;32.01.12.2007;JAMPANG;TAMAT SMA/SEDERAJAT;2019;115
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230014.0;PONDOK UDIK;32.01.12;KEMANG;32.01.12.2008;PONDOK UDIK;TAMAT SMA/SEDERAJAT;2019;116
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201230.0;KEMANG;3201230013.0;TEGAL;32.01.12;KEMANG;32.01.12.2009;TEGAL;TAMAT SD/SEDERAJAT;2019;117
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201220.0;BOJONG GEDE;3201220012.0;BOJONGBARU;32.01.13;BOJONG GEDE;32.01.13.2001;BOJONGBARU;TAMAT SMA/SEDERAJAT;2019;118
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201220.0;BOJONG GEDE;3201220002.0;CIMANGGIS;32.01.13;BOJONG GEDE;32.01.13.2002;CIMANGGIS;TAMAT SMA/SEDERAJAT;2019;119
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201220.0;BOJONG GEDE;3201220011.0;SUSUKAN;32.01.13;BOJONG GEDE;32.01.13.2003;SUSUKAN;TAMAT SMP/SEDERAJAT;2019;120
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201220.0;BOJONG GEDE;3201220015.0;RAGAJAYA;32.01.13;BOJONG GEDE;32.01.13.2004;RAGAJAYA;TAMAT SMA/SEDERAJAT;2019;121
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201220.0;BOJONG GEDE;3201220004.0;KEDUNGWARINGIN;32.01.13;BOJONG GEDE;32.01.13.2005;KEDUNGWARINGIN;TAMAT SMA/SEDERAJAT;2019;122
32;JAWA BARAT;3201;KABUPATEN BOGOR;3201220.0;BOJONG GEDE;3201220003.0;WARINGINJAYA;32.01.13;BOJONG GEDE;32.01.13.2006;WARINGINJAYA;TAMAT SD/SEDERAJAT;2019;123
