,temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth
481,6.68,59,1017.1,0.0,0.0,0.0,0,0,0,614.1,29.08,338.2,32.49,338.55,28.15,339.02,44.64,15.672217,52.731269,198.08084
482,7.82,57,1016.7,0.0,0.0,0.0,0,0,0,641.69,28.66,334.72,31.88,334.59,27.86,334.76,45.0,29.891703,57.791444,214.96602
483,8.77,57,1016.6,0.0,0.0,0.0,0,0,0,614.99,27.37,333.43,30.11,333.74,26.41,334.13,41.04,44.542764,65.396909,229.37341
484,8.74,61,1016.1,0.0,0.0,100.0,0,0,100,490.39,25.46,331.26,29.48,331.56,24.97,331.59,39.6,59.271303,74.715773,241.5639
485,8.18,68,1016.3,0.0,0.0,100.0,0,0,100,194.91,23.28,320.65,27.61,320.29,22.73,319.5,28.44,70.705885,82.675332,249.96227
486,2.26,99,1018.0,0.0,0.0,100.0,0,33,100,0.0,18.72,292.62,29.22,292.46,20.99,292.17,28.44,60.203709,75.17286,117.55327
487,3.6,87,1018.1,0.0,0.0,49.0,0,49,10,72.09,21.42,294.84,29.97,294.1,23.54,293.43,29.52,45.335752,65.65284,129.72501
488,5.79,77,1017.5,0.0,0.0,32.0,0,32,0,254.54,21.9,297.41,25.46,298.74,21.43,299.15,28.8,30.648726,57.881764,144.01332
489,7.93,71,1016.2,0.0,0.0,43.0,0,43,0,410.29,23.07,304.19,24.77,305.54,22.1,307.06,29.16,16.303157,52.606502,160.82597
490,9.31,66,1015.6,0.0,0.0,3.0,0,3,0,533.11,26.67,301.76,30.07,301.79,26.26,303.25,33.48,6.8824735,50.647634,179.49587
491,10.18,70,1015.8,0.0,0.0,19.0,0,0,19,611.43,29.35,293.11,33.9,292.48,28.41,292.34,37.44,15.566252,52.384868,198.22994
492,10.6,70,1015.0,0.0,0.0,100.0,0,0,100,604.31,28.04,294.26,32.06,294.55,27.23,294.19,37.08,29.866758,57.478247,215.19125
493,9.65,74,1014.9,0.0,0.0,36.0,0,0,36,345.32,28.75,292.07,33.9,292.48,28.28,291.67,40.32,44.549801,65.119656,229.63796
494,9.69,69,1014.4,0.0,0.0,10.0,0,0,10,307.94,31.77,289.87,39.06,289.94,32.11,289.65,45.0,59.29907,74.469555,241.84613
495,9.59,66,1014.2,0.0,0.0,100.0,0,0,100,308.83,35.23,291.58,43.32,291.45,35.1,291.04,51.12,73.85743,84.694147,252.41428
496,7.68,71,1015.1,0.0,0.0,100.0,0,0,100,262.55,37.48,301.25,47.11,300.29,37.29,300.77,49.68,110.33865,111.45143,216.06231
497,-1.29,91,1027.5,0.0,0.0,100.0,0,0,100,0.0,36.16,316.61,45.06,315.97,37.94,316.15,50.4,59.983288,74.755694,117.45692
498,-0.96,92,1027.4,0.0,0.0,100.0,0,0,100,49.84,37.17,315.0,45.31,315.0,38.44,315.38,47.16,45.278953,65.336683,129.51642
499,0.74,80,1028.2,0.0,0.0,100.0,0,0,100,224.28,38.75,318.01,45.12,317.91,40.3,318.62,47.52,30.562906,57.538755,143.85347
500,1.93,74,1028.5,0.0,0.0,30.0,0,0,30,315.95,38.86,320.26,44.25,320.61,40.15,320.46,46.08,16.148358,52.242686,160.75152
501,3.57,68,1027.4,0.0,0.0,11.0,0,0,11,522.43,39.82,322.72,44.93,322.49,41.05,322.13,45.36,6.5834417,50.280455,179.53775
502,4.12,62,1028.0,0.0,0.0,10.0,3,1,10,470.81,39.19,321.34,42.34,322.25,35.79,323.59,45.0,15.469998,52.036913,198.38442
503,4.51,60,1027.5,0.0,0.0,10.0,0,0,10,322.18,38.12,320.75,41.77,321.65,34.92,322.54,44.64,29.848256,57.164427,215.42217
504,5.79,57,1027.3,0.0,0.0,100.0,0,0,100,292.81,40.57,318.96,44.48,320.25,37.61,320.83,47.52,44.561741,64.842425,229.90767
505,5.42,59,1027.4,0.0,0.0,100.0,0,0,100,434.32,40.35,325.18,44.93,326.44,37.36,327.99,53.28,59.330832,74.223656,242.13278
506,4.65,62,1027.8,0.0,0.0,100.0,0,10,100,171.77,38.9,329.4,44.3,331.35,36.22,333.43,50.76,73.790859,84.391665,252.62682
507,-1.34,94,1035.1,0.0,0.0,100.0,0,0,100,0.0,31.34,317.33,39.19,321.34,27.33,319.81,43.2,60.128428,74.587587,117.08532
508,-0.19,87,1034.9,0.0,0.0,100.0,0,0,100,63.19,32.6,316.79,38.81,319.51,29.87,319.4,44.28,45.221747,65.017356,129.30753
509,1.33,81,1034.1,0.0,0.0,100.0,0,0,100,226.06,32.62,317.68,36.0,319.46,29.13,320.01,44.64,30.478102,57.192665,143.69391
510,3.01,74,1034.5,0.0,0.0,57.0,0,0,57,404.95,32.35,317.25,34.95,318.76,30.11,318.88,44.28,15.997445,51.875988,160.67879
511,4.53,70,1033.6,0.0,0.0,15.0,0,0,15,544.68,32.62,317.68,34.21,319.27,30.38,319.33,42.12,6.2888674,49.910937,179.58345
512,7.07,67,1029.9,0.0,0.0,76.0,0,0,76,526.88,38.53,336.31,43.59,337.67,37.54,335.65,55.08,15.383884,51.687524,198.54429
513,8.28,59,1029.3,0.0,0.0,1.0,0,0,1,553.58,40.42,340.76,44.85,341.27,39.06,340.06,46.44,29.836262,56.850091,215.65873
514,8.44,61,1029.3,0.0,0.0,72.0,0,0,72,531.33,40.32,339.62,45.09,340.41,39.19,339.57,52.92,44.578585,64.565308,230.18245
515,9.58,55,1027.3,0.0,0.0,0.0,0,0,0,525.1,41.59,343.92,47.33,345.01,42.28,344.19,55.44,59.366561,73.978143,242.42376
516,9.39,54,1026.7,0.0,0.0,0.3,1,0,0,433.43,40.08,345.96,46.71,346.18,40.86,345.72,55.08,72.879973,83.474938,252.25673
517,1.92,94,1028.7,0.0,0.0,23.0,19,0,23,0.0,18.09,328.84,33.59,340.59,17.41,330.26,32.76,60.010861,74.236587,116.90987
518,4.22,87,1028.3,0.0,0.0,16.0,35,7,16,83.66,18.85,331.48,27.42,336.8,17.24,331.29,34.56,45.164253,64.694988,129.09833
519,6.87,75,1028.5,0.0,0.0,43.0,22,43,0,266.11,19.05,337.8,22.67,339.55,17.78,338.63,30.6,30.394488,56.84362,143.53458
520,8.12,69,1026.3,0.0,0.0,31.0,31,31,0,421.86,22.35,345.07,24.88,345.76,21.13,346.2,27.72,15.850847,51.506531,160.60774
521,9.24,66,1025.8,0.0,0.0,36.0,23,36,0,546.46,22.73,349.05,23.86,348.69,20.9,349.08,27.36,5.9998092,49.5392,179.63295
522,10.8,66,1026.3,0.0,0.0,100.0,100,100,0,442.33,23.71,318.08,26.22,315.56,22.92,316.27,28.8,15.308315,51.336816,198.70953
523,11.32,61,1024.9,0.0,0.0,100.0,100,100,0,497.51,27.24,315.54,30.8,315.47,26.73,315.55,32.4,29.830829,56.535345,215.9009
524,11.63,60,1024.3,0.0,0.0,100.0,100,100,0,495.73,27.29,323.58,30.68,324.07,26.57,324.37,33.12,44.600323,64.28839,230.46222
525,11.8,59,1023.8,0.0,0.0,100.0,100,100,0,451.23,27.0,323.13,30.53,322.18,26.43,322.19,29.16,59.406219,73.733082,242.71897
526,11.25,61,1023.1,0.0,0.0,100.0,100,100,10,403.17,28.37,324.29,32.77,324.39,27.58,324.03,35.28,74.025412,84.044782,253.31298
527,0.95,95,1027.3,0.0,0.0,100.0,1,0,100,0.0,26.48,7.03,34.39,10.25,28.31,7.31,37.08,60.048366,73.989594,116.61602
528,1.51,86,1028.1,0.0,0.0,100.0,10,0,100,46.28,30.09,21.04,34.23,22.25,31.49,22.17,41.04,45.106593,64.369713,128.88882
529,1.69,70,1028.8,0.0,0.0,82.0,28,0,82,213.6,27.75,22.91,30.49,22.93,28.08,22.62,35.28,30.312243,56.491751,143.37547
530,2.82,63,1028.3,0.0,0.0,8.4,28,0,0,444.11,28.41,22.34,30.82,22.67,28.75,22.07,36.36,15.709008,51.134438,160.53834
531,3.9,58,1027.7,0.0,0.0,0.0,0,0,0,572.27,27.56,19.86,29.37,19.32,27.9,19.6,36.36,5.7174805,49.165362,179.68624
532,6.46,56,1025.8,0.0,0.0,29.0,0,0,29,586.51,27.76,9.71,30.36,10.24,27.05,9.96,37.44,15.243673,50.984903,198.88012
533,7.28,51,1025.3,0.0,0.0,0.0,0,0,0,679.07,25.05,7.43,26.88,7.7,24.39,8.49,40.32,29.831993,56.220291,216.14862
534,7.86,48,1025.1,0.0,0.0,0.0,0,0,0,651.48,22.37,3.69,23.83,4.33,21.67,4.76,29.52,44.645792,64.024028,230.76224
535,8.0,47,1024.6,0.0,0.0,0.0,0,0,0,571.38,21.6,359.05,22.68,360.0,20.52,360.0,33.84,59.449762,73.488531,243.0183
536,7.52,48,1024.4,0.0,0.0,100.0,0,100,0,405.84,20.53,357.99,21.97,358.12,19.44,358.94,24.84,74.087082,83.828191,253.61966
537,7.39,48,1024.5,0.0,0.0,100.0,0,100,0,193.13,21.03,353.12,23.93,353.09,20.63,353.99,25.2,110.70751,110.26143,216.27951
538,2.47,62,1027.2,0.0,0.0,100.0,23,0,100,0.0,13.78,303.27,19.59,306.03,15.38,302.57,21.24,59.8833,73.600292,116.47269
539,4.1,61,1026.7,0.0,0.0,1.2,4,0,0,93.45,15.91,307.65,19.91,310.6,16.64,308.85,21.6,45.048895,64.041666,128.67897
540,6.63,71,1025.7,0.0,0.0,0.6,2,0,0,276.79,20.81,307.27,22.49,309.81,19.73,308.33,30.24,30.221172,56.134103,143.22972
541,8.01,65,1025.8,0.0,0.0,0.3,1,0,0,434.32,21.39,316.36,22.18,318.29,19.88,317.94,27.0,15.572385,50.75983,160.47056
542,9.88,60,1025.0,0.0,0.0,0.3,1,0,0,558.03,21.99,320.31,23.28,320.65,20.97,320.57,23.76,5.4464999,48.790092,179.82428
543,12.26,54,1023.6,0.0,0.0,100.0,83,24,100,614.99,21.87,327.09,23.86,326.07,21.37,327.38,25.2,15.190302,50.631895,199.05603
544,12.2,55,1023.2,0.0,0.0,100.0,100,28,100,469.03,22.41,316.3,24.69,315.59,21.9,316.33,26.64,29.839775,55.905024,216.40182
545,13.37,58,1023.6,0.0,0.0,100.0,100,100,0,534.0,24.69,314.41,27.24,314.46,23.93,313.78,30.96,44.658391,63.735465,231.03639
546,13.29,62,1022.4,0.0,0.0,30.0,100,0,10,508.19,26.22,315.56,29.28,315.5,25.46,316.15,30.96,59.497135,73.244543,243.32163
547,13.01,64,1022.4,0.0,0.0,28.2,94,0,10,426.31,25.5,311.57,29.6,311.05,25.26,310.96,31.68,74.151536,83.611669,253.92969
548,12.35,67,1023.1,0.0,0.0,30.0,100,0,10,278.57,24.57,309.05,29.69,309.09,24.57,309.05,29.88,110.79766,109.958,216.3338
549,6.07,89,1025.9,0.0,0.0,100.0,0,100,100,0.0,10.99,301.61,17.97,302.74,12.48,303.23,18.0,59.840704,73.293908,116.23733
550,7.43,84,1025.7,0.0,0.0,100.0,0,20,100,42.72,11.81,307.57,12.98,313.88,11.72,312.51,16.56,44.991287,63.710982,128.46874
551,10.23,71,1025.7,0.0,0.0,25.0,0,0,25,216.27,11.81,307.57,12.82,308.16,11.53,308.66,15.48,30.152587,55.780064,143.05771
552,12.88,58,1024.5,0.0,0.0,29.0,17,0,29,434.32,12.6,306.87,13.39,306.25,12.31,307.87,15.84,15.441442,50.382831,160.40434
553,14.75,48,1023.4,0.0,0.0,100.0,100,36,100,550.02,15.07,310.16,16.36,309.64,14.53,311.99,18.0,5.1788282,48.411845,179.80409
554,14.9,51,1023.7,0.0,0.0,30.0,100,0,0,614.1,18.44,321.34,19.68,320.19,17.94,321.52,20.16,15.148517,50.2779,199.23724
555,15.62,51,1022.9,0.0,0.0,30.0,100,0,0,642.58,18.34,316.59,19.35,315.0,17.57,315.83,20.88,29.854184,55.589638,216.66045
556,16.28,52,1022.7,0.0,0.0,30.0,100,0,0,620.33,17.38,309.96,18.16,309.37,16.6,310.6,20.16,44.694651,63.459604,231.3306
557,16.57,53,1022.1,0.0,0.0,30.0,100,0,0,545.57,18.72,307.97,20.09,306.25,18.0,306.87,21.6,59.548279,73.001165,243.62886
558,16.1,56,1022.2,0.0,0.0,30.0,100,0,0,429.87,21.39,306.1,23.77,305.13,20.88,305.88,22.32,74.218732,83.395289,254.24295
559,14.78,64,1022.7,0.0,0.0,10.5,35,0,0,284.8,21.97,304.99,26.56,302.83,22.37,303.18,26.64,110.88686,109.65239,216.38789
560,4.4,84,1026.6,0.0,0.0,1.0,0,1,0,0.0,9.69,254.93,20.32,277.13,13.0,265.24,23.4,59.797326,72.984892,116.00161
561,6.79,76,1026.3,0.0,0.0,0.0,0,0,0,95.23,7.34,258.69,15.94,276.48,7.21,267.14,22.68,44.933901,63.377801,128.25811
562,11.78,60,1024.9,0.0,0.0,0.0,0,0,0,283.02,7.86,285.95,9.03,293.5,7.09,293.96,14.4,30.075543,55.420508,142.89896
563,14.83,45,1024.2,0.0,0.0,10.0,0,10,0,441.44,13.38,293.81,16.65,291.57,13.71,293.2,18.72,15.316654,50.003562,160.33962
564,16.24,40,1024.0,0.0,0.0,0.0,0,0,0,534.89,16.61,299.9,17.56,298.14,15.5,300.74,23.76,4.9260227,48.032394,179.86858
565,16.71,50,1023.6,0.0,0.0,2.0,0,2,0,638.13,18.34,316.59,18.58,315.78,17.34,318.37,27.72,15.118589,49.923024,199.4237
566,16.95,51,1023.5,0.0,0.0,0.0,0,0,0,675.51,18.86,318.09,19.35,316.51,17.85,318.27,28.44,29.875213,55.274224,216.92444
567,17.0,49,1023.5,0.0,0.0,0.0,0,0,0,650.59,18.86,318.09,19.86,315.0,18.08,315.81,28.8,44.796586,63.221041,231.68366
568,16.58,51,1023.2,0.0,0.0,92.0,0,92,1,555.36,19.37,318.01,20.36,315.0,18.58,315.78,25.92,59.603128,72.758443,243.93988
569,15.8,53,1023.1,0.0,0.0,100.0,0,100,0,369.35,18.58,315.78,19.86,313.53,17.82,315.0,28.08,74.28862,83.179117,254.55933
570,7.58,99,1024.1,0.0,0.0,63.0,0,0,63,0.0,3.1,215.54,4.83,206.57,3.89,213.69,6.48,59.877091,72.759781,115.67333
571,8.37,92,1024.5,0.0,0.0,100.0,0,0,100,82.77,3.1,234.46,4.35,245.56,3.56,225.0,9.36,44.954645,63.088927,127.97706
572,10.86,79,1024.5,0.0,0.0,36.0,0,10,36,275.9,2.28,341.57,2.1,329.04,2.1,329.04,8.64,30.000599,55.058654,142.74021
573,13.38,68,1023.5,0.0,0.0,0.0,0,0,0,428.09,6.12,360.0,6.48,360.0,6.48,360.0,9.0,15.198496,49.622146,160.27635
574,14.96,62,1023.0,0.0,0.0,66.0,0,10,66,550.02,9.0,360.0,9.0,360.0,9.0,360.0,19.44,4.6871001,47.651298,179.93674
575,15.81,61,1023.5,0.0,0.0,67.0,0,0,67,623.0,12.61,1.64,12.65,4.9,12.32,6.71,22.68,15.100744,49.56737,199.61539
576,14.62,72,1023.2,0.0,0.0,100.0,0,0,100,572.27,14.11,354.14,13.76,353.99,13.0,355.24,11.52,29.902845,54.958868,217.19371
577,14.77,68,1023.1,0.0,0.0,61.0,0,10,61,527.77,12.3,339.44,11.77,336.57,10.97,336.8,25.2,44.789944,62.910944,231.94588
578,16.19,54,1022.5,0.0,0.0,0.0,0,0,0,570.49,12.66,345.17,12.5,348.37,11.66,351.12,25.56,59.661611,72.516417,244.25455
579,15.49,58,1022.1,0.0,0.0,24.0,0,0,24,453.01,14.8,341.57,14.8,341.57,14.0,342.03,28.44,74.482955,83.052225,254.96237
580,3.63,92,1030.3,0.0,0.0,100.0,4,0,100,0.0,19.56,12.76,24.63,15.26,20.0,13.54,29.88,73.681505,82.306591,105.42855
581,3.14,92,1031.9,0.0,0.0,100.0,0,0,100,0.0,22.35,14.93,28.58,19.12,21.66,15.42,26.64,59.70866,72.359527,115.52907
582,3.43,88,1032.6,0.0,0.0,100.0,1,0,100,48.95,23.84,25.02,28.34,27.22,23.84,25.02,27.72,44.820323,62.7045,127.83549
583,5.06,80,1033.0,0.0,0.0,100.0,0,0,100,243.86,23.77,32.01,27.06,33.06,23.77,32.01,28.08,29.927938,54.694635,142.58141
584,6.27,72,1032.9,0.0,0.0,0.0,0,0,0,458.35,21.49,31.29,23.47,32.47,20.87,32.32,26.28,15.087446,49.238705,160.21447
585,7.57,64,1032.4,0.0,0.0,26.0,0,0,26,601.64,21.92,29.51,23.71,30.07,21.92,29.51,25.56,4.4647319,47.268669,180.00852
586,9.1,56,1031.8,0.0,0.0,0.0,0,0,0,680.85,25.32,29.85,28.09,30.84,25.5,30.55,31.32,15.095165,49.211042,199.81225
587,9.81,48,1030.9,0.0,0.0,0.0,0,0,0,713.78,24.15,26.57,26.41,27.61,23.83,26.95,30.96,29.937049,54.643658,217.46819
588,10.16,43,1032.0,0.0,0.0,0.0,0,0,0,687.97,25.28,28.02,28.04,29.2,25.77,28.35,34.2,44.831759,62.635229,232.24054
589,9.69,43,1031.1,0.0,0.0,0.0,0,0,0,606.09,27.11,30.31,30.19,30.85,27.11,30.31,32.76,59.723652,72.275127,244.57276
590,8.71,44,1031.7,0.0,0.0,0.0,0,0,0,480.6,27.66,34.93,31.76,35.31,28.17,35.11,33.12,74.558282,82.836964,255.28463
591,-3.9,94,1040.4,0.0,0.0,100.0,0,0,100,0.0,13.39,53.75,20.38,57.99,16.28,54.9,37.44,74.155597,82.382876,104.83297
592,-4.23,94,1040.7,0.0,0.0,100.0,0,0,100,0.89,11.59,53.84,18.04,61.39,14.08,57.53,22.68,59.663593,72.043465,115.2922
593,-2.53,78,1039.2,0.0,0.0,3.9,13,0,0,122.82,12.6,53.13,18.4,59.42,14.19,54.29,29.16,44.764396,62.36466,127.62341
594,0.9,55,1038.7,0.0,0.0,3.6,12,0,0,322.18,18.36,48.18,21.44,49.09,19.88,47.94,22.68,29.857741,54.328586,142.4225
595,3.74,42,1036.3,0.0,0.0,1.2,4,0,0,490.39,16.64,51.15,18.16,50.63,16.87,50.19,23.4,14.98398,48.85336,160.15391
596,6.1,38,1033.8,0.0,0.0,0.3,1,0,0,619.44,14.06,50.19,15.07,49.84,14.02,48.12,16.56,4.2621629,46.884618,180.08388
597,7.37,35,1035.5,0.0,0.0,0.0,0,0,0,692.42,22.42,60.14,24.65,61.19,23.22,60.26,29.16,15.101978,48.85414,200.01424
598,8.48,34,1034.1,0.0,0.0,0.0,0,0,0,722.68,21.25,63.87,23.19,64.23,21.73,63.43,27.72,29.977784,54.328675,217.7478
599,9.41,33,1032.7,0.0,0.0,0.0,0,0,0,694.2,19.01,65.38,20.0,66.67,18.68,64.92,25.56,44.886703,62.361711,232.55259
600,9.8,33,1031.9,0.0,0.0,0.0,0,0,0,609.65,18.71,59.98,20.29,62.53,19.02,60.52,24.48,59.789172,72.034608,244.89439
601,9.46,34,1032.0,0.0,0.0,0.0,0,0,0,481.49,20.01,59.74,21.92,60.49,20.19,58.86,23.4,74.636092,82.622047,255.60962
602,-0.21,19,1034.0,0.0,0.0,0.0,0,0,0,0.0,13.7,176.99,24.14,177.44,16.7,172.57,18.36,74.595199,82.433235,104.26066
603,0.14,19,1033.9,0.0,0.0,0.0,0,0,0,1.78,13.68,178.49,25.26,175.91,16.3,173.66,18.72,59.618188,71.725341,115.05492
604,3.45,23,1033.6,0.0,0.0,0.0,0,0,0,121.04,11.89,181.74,22.68,179.09,11.52,180.0,18.0,44.709221,62.022882,127.41077
605,7.73,22,1032.0,0.0,0.0,0.0,0,0,0,315.06,13.32,178.45,16.95,176.35,14.42,177.14,16.2,29.790187,53.960639,142.2634
606,10.64,20,1030.2,0.0,0.0,0.0,0,0,0,485.05,13.56,169.29,16.45,169.92,14.26,169.82,15.48,14.888563,48.466234,160.0946
607,12.72,17,1029.8,0.0,0.0,0.0,0,0,0,618.55,14.12,160.64,16.52,163.54,14.69,162.9,15.48,4.0875217,46.499832,180.1684
608,14.14,20,1029.5,0.0,0.0,0.0,0,0,0,696.87,22.38,168.87,25.63,169.48,22.67,169.94,22.68,15.244918,48.524444,200.3846
609,15.06,19,1028.6,0.0,0.0,0.0,0,0,0,725.35,21.19,170.22,23.32,171.12,20.42,170.87,21.24,30.024997,54.014002,218.03245
610,15.71,18,1028.9,0.0,0.0,0.0,0,0,0,696.87,20.67,173.0,23.18,173.76,20.63,173.99,20.16,44.94615,62.088928,232.86884
611,15.79,18,1028.3,0.0,0.0,0.0,0,0,0,614.99,19.49,175.76,22.01,176.25,19.11,176.76,19.44,59.858086,71.794895,245.21932
612,15.37,20,1028.0,0.0,0.0,0.0,0,0,0,487.72,17.7,175.33,20.21,175.91,17.34,175.24,17.28,74.716312,82.407517,255.93721
613,3.02,42,1032.2,0.0,0.0,0.0,0,0,0,0.0,11.21,185.53,9.69,201.8,14.76,180.0,6.48,74.561315,82.134259,104.01121
614,3.41,39,1032.0,0.0,0.0,0.0,0,0,0,1.78,9.57,199.8,6.79,212.01,10.48,195.95,5.4,59.572554,71.4053,114.81719
615,5.76,38,1031.7,0.0,0.0,0.0,0,0,0,125.49,6.99,214.51,4.69,237.53,5.62,219.81,1.44,44.65493,61.679309,127.19752
616,9.87,34,1030.3,0.0,0.0,0.0,0,0,0,317.73,2.28,251.57,2.52,270.0,2.16,270.0,5.04,29.681165,53.571277,142.15411
617,13.54,30,1029.6,0.0,0.0,0.0,0,0,0,485.05,7.24,26.57,8.09,32.28,7.41,29.05,8.28,14.801651,48.077448,160.03647
618,14.88,32,1028.7,0.0,0.0,0.0,0,0,0,614.99,11.02,38.37,11.97,43.78,11.21,42.4,12.6,3.8903824,46.109054,180.40001
619,17.26,24,1027.9,0.0,0.0,0.0,0,0,0,699.54,6.3,30.96,6.13,40.24,6.13,40.24,8.28,15.066657,48.115082,200.32211
620,18.15,24,1027.6,0.0,0.0,0.0,0,0,0,727.13,7.15,49.09,7.49,54.78,7.2,53.13,10.08,30.078623,53.699719,218.32207
621,18.76,24,1027.2,0.0,0.0,0.0,0,0,0,696.87,7.9,59.93,8.53,62.35,8.22,61.19,11.88,45.010024,61.816933,233.18916
622,18.99,24,1025.8,0.0,0.0,0.0,0,0,0,612.32,6.83,71.57,7.86,74.05,7.86,74.05,11.88,59.930307,71.556018,245.54742
623,18.72,23,1026.2,0.0,0.0,0.0,0,0,0,486.83,5.86,79.38,6.57,80.54,6.64,77.47,10.44,74.809119,82.201162,256.27389
624,5.23,62,1027.8,0.0,0.0,5.7,19,0,0,0.0,7.39,226.97,5.82,21.8,8.89,238.24,9.72,74.526209,81.832922,103.76167
625,5.38,61,1027.9,0.0,0.0,3.9,13,0,0,3.56,6.64,229.4,6.92,27.9,7.73,242.24,10.08,59.541531,71.094325,114.56887
626,8.38,54,1027.8,0.0,0.0,0.9,3,0,0,139.73,3.62,264.29,8.31,17.65,5.05,274.09,10.44,44.601652,61.334083,126.98361
627,13.24,44,1026.8,0.0,0.0,8.4,28,0,0,329.3,6.16,353.29,7.28,8.53,6.85,356.99,11.52,29.663712,53.219596,141.94437
628,14.54,37,1025.9,0.0,0.0,4.2,14,0,0,493.06,12.37,8.37,12.78,9.73,12.07,10.3,15.48,14.723681,47.687125,159.97943
629,15.41,33,1025.4,0.0,0.0,2.4,8,0,0,621.22,16.45,10.08,17.16,9.66,16.1,10.3,18.36,3.8204094,45.725039,180.33094
630,15.93,25,1025.0,0.0,0.0,1.8,6,0,0,706.66,19.84,11.51,21.4,12.63,19.56,12.76,21.96,15.19724,47.780988,200.65048
631,16.43,24,1024.5,0.0,0.0,0.0,0,0,0,737.81,20.73,20.32,22.13,21.97,20.19,21.99,23.4,30.138588,53.385904,218.61655
632,16.71,23,1023.9,0.0,0.0,0.0,0,0,0,712.0,21.19,20.9,22.8,21.3,20.86,21.25,23.04,45.078239,61.545779,233.51344
633,16.63,24,1023.6,0.0,0.0,0.0,0,0,0,629.23,21.53,20.56,23.6,21.48,21.53,20.56,24.12,60.005743,71.318008,245.87856
634,16.2,26,1023.1,0.0,0.0,0.0,0,0,0,499.29,19.34,24.18,21.58,25.71,19.16,25.6,23.04,74.864627,81.965937,256.58624
635,15.18,30,1022.6,0.0,0.0,0.0,0,0,0,329.3,16.1,26.57,19.97,27.95,16.9,26.57,19.44,85.185592,89.514217,263.67199
636,3.68,60,1027.4,0.0,0.0,3.3,11,0,0,0.0,9.42,223.45,3.67,258.69,10.46,229.18,7.56,74.490011,81.529413,103.51203
637,3.87,59,1027.5,0.0,0.0,0.0,0,0,0,4.45,9.93,223.53,5.48,246.8,11.25,230.19,8.64,59.481056,70.760052,114.34031
638,6.93,53,1027.3,0.0,0.0,0.0,0,0,0,138.84,7.93,219.47,6.29,246.37,7.65,228.81,6.84,44.549519,60.987349,126.76898
639,11.5,42,1026.2,0.0,0.0,0.0,0,0,0,333.75,5.19,236.31,6.44,243.43,4.83,243.43,9.72,29.605133,52.846771,141.78428
640,14.39,28,1024.7,0.0,0.0,1.2,4,0,0,507.3,1.44,270.0,2.16,270.0,2.16,270.0,4.68,14.655065,47.295387,159.92342
641,16.39,21,1024.2,0.0,0.0,28.8,96,0,0,627.45,4.1,15.26,4.21,19.98,3.88,21.8,5.4,3.7553228,45.336401,180.4201
642,17.58,19,1024.2,0.0,0.0,0.0,0,0,0,719.12,10.14,353.88,10.09,357.95,9.72,360.0,10.08,15.253809,47.42278,200.87246
643,18.21,19,1023.4,0.0,0.0,0.0,0,0,0,745.82,11.54,356.42,11.9,356.53,11.17,358.15,10.08,30.204805,53.072632,218.91581
644,18.47,20,1023.7,0.0,0.0,0.0,0,0,0,715.56,13.34,356.91,13.32,358.45,12.6,360.0,11.88,45.150707,61.275516,233.84157
645,18.28,22,1023.5,0.0,0.0,0.0,0,0,0,630.12,15.48,358.67,16.2,1.27,15.12,1.36,12.96,60.0843,71.080891,246.21261
646,17.72,22,1023.1,0.0,0.0,0.0,0,0,0,501.07,16.2,1.27,17.65,2.34,16.24,3.81,14.76,74.970634,81.766611,256.93429
647,4.41,47,1027.6,0.0,0.0,0.0,0,0,0,0.0,8.89,211.76,2.19,260.54,9.5,217.3,3.24,74.452852,81.223917,103.26228
648,4.58,47,1028.4,0.0,0.0,0.0,0,0,0,5.34,9.5,217.3,5.62,230.19,10.23,219.29,6.48,59.435416,70.435138,114.10111
649,7.51,44,1028.0,0.0,0.0,0.0,0,0,0,142.4,8.21,217.87,8.71,231.71,7.42,219.09,3.96,44.498659,60.639248,126.5536
650,11.7,40,1026.9,0.0,0.0,0.0,0,0,0,336.42,5.62,230.19,6.41,231.84,5.99,237.26,3.96,29.549884,52.47259,141.62372
651,15.06,34,1025.9,0.0,0.0,0.0,0,0,0,505.52,0.72,270.0,0.72,270.0,0.72,270.0,4.32,14.596189,46.902355,159.86835
652,16.48,29,1024.7,0.0,0.0,0.0,0,0,0,637.24,2.19,350.54,1.84,348.69,1.44,360.0,5.04,3.7667248,44.946888,180.51258
653,18.29,25,1024.7,0.0,0.0,0.0,0,0,0,713.78,5.94,14.04,5.59,14.93,5.59,14.93,5.4,15.322585,47.064488,201.09931
654,19.15,25,1024.7,0.0,0.0,0.0,0,0,0,739.59,7.64,8.13,7.28,8.53,6.92,8.97,6.84,30.277181,52.759978,219.21976
655,19.58,25,1024.4,0.0,0.0,0.0,0,0,0,708.44,8.28,360.0,8.28,360.0,7.92,360.0,8.28,45.227332,61.006193,234.17341
