,temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth
1106,11.97,50,1010.9,0.0,0.0,10.0,0,0,10,492.17,15.62,244.03,17.24,241.29,15.95,241.7,39.6,44.385268,47.482296,117.19054
1107,11.02,54,1011.1,0.0,0.0,100.0,0,62,100,334.64,14.2,329.53,14.92,340.25,14.12,340.64,39.96,30.831759,38.254492,134.24544
1108,11.12,49,1011.0,0.0,0.0,100.0,0,10,100,324.85,9.39,302.47,9.5,294.62,8.37,295.46,36.0,19.532471,31.85861,157.54565
1109,11.1,55,1013.2,0.0,0.0,31.0,0,0,31,338.2,11.97,316.22,12.48,313.83,11.97,313.78,32.4,16.026745,30.210459,186.01207
1110,11.58,50,1013.1,0.0,0.0,45.0,0,10,45,351.55,10.31,294.78,10.64,293.96,9.83,293.75,28.44,23.716137,33.998905,212.92241
1111,12.93,45,1013.0,0.0,0.0,10.0,0,10,10,509.97,11.16,270.0,11.89,268.26,11.17,268.15,11.16,36.315511,41.769634,233.50409
1112,12.91,43,1012.4,0.0,0.0,10.0,0,10,10,525.1,10.9,262.41,11.3,260.84,10.66,258.31,12.6,50.233904,51.686857,248.60226
1113,11.95,42,1012.4,0.0,0.0,56.0,0,10,56,251.87,11.21,275.53,10.81,271.91,9.72,270.0,28.8,64.601247,62.603285,260.4443
1114,10.83,50,1012.7,0.2,0.0,100.0,0,63,100,158.42,21.89,306.3,25.99,306.55,21.99,309.69,37.08,78.978515,73.745697,270.53719
1115,2.79,85,1018.7,0.0,0.0,100.0,0,0,100,0.0,12.68,325.41,17.43,321.71,13.48,325.89,16.92,102.1013,91.164884,73.964068
1116,2.58,85,1018.7,0.0,0.0,100.0,0,31,100,7.12,10.7,317.73,14.26,315.0,10.97,318.99,16.2,87.693146,80.336824,83.554301
1117,3.41,82,1019.2,0.0,0.0,100.0,0,0,100,111.25,10.97,318.99,13.25,317.2,10.23,320.71,14.4,73.112032,69.039734,93.30142
1118,4.4,79,1018.8,0.0,0.0,100.0,0,0,100,258.1,11.61,330.26,12.18,325.84,10.5,329.04,14.04,58.63747,57.827528,104.00036
1119,5.76,74,1018.9,0.0,0.0,100.0,0,0,100,411.18,11.5,339.86,10.97,336.8,9.69,338.2,13.32,44.442059,47.192647,116.91896
1120,7.56,67,1017.5,0.0,0.0,100.0,0,0,100,633.68,10.95,350.54,10.24,349.88,9.47,351.25,13.68,30.952068,37.935707,134.00794
1121,9.67,59,1016.3,0.0,0.0,2.0,0,0,2,788.54,13.08,352.09,12.07,349.7,11.25,352.65,15.84,19.773747,31.512384,157.45128
1122,12.49,49,1015.1,0.0,0.0,100.0,100,100,0,827.7,10.44,360.0,10.08,360.0,9.72,360.0,15.84,16.365904,29.870756,186.17387
1123,13.57,46,1014.7,0.0,0.0,100.0,100,100,0,782.31,10.81,358.09,10.45,358.03,10.08,360.0,17.64,23.979932,33.707416,213.26944
1124,14.22,42,1015.3,0.0,0.0,100.0,100,100,0,698.65,11.97,353.09,11.57,354.64,11.17,358.15,18.72,36.503035,41.531161,233.89178
1125,14.28,40,1014.3,0.0,0.0,100.0,100,100,0,599.86,12.22,346.37,11.87,345.96,11.01,348.69,18.0,50.377157,51.484279,248.969
1126,14.38,38,1014.0,0.0,0.0,100.0,100,100,0,511.75,12.41,343.14,12.41,343.14,11.53,345.53,20.88,64.715898,62.419221,260.78188
1127,14.16,41,1014.7,0.0,0.0,100.0,100,100,0,405.84,12.41,343.14,12.31,344.74,11.44,347.28,18.72,79.127175,73.610374,270.89187
1128,13.69,48,1019.0,0.0,0.0,10.0,0,0,10,652.37,23.78,177.4,26.29,178.43,23.78,177.4,19.44,29.423067,35.744468,136.30109
1129,15.44,47,1018.2,0.0,0.0,10.0,0,0,10,776.08,20.63,186.01,22.1,186.55,20.6,185.01,18.36,20.506021,30.495441,157.1478
1130,14.45,55,1019.8,0.0,0.0,100.0,0,10,100,316.84,8.35,262.57,8.76,260.54,8.47,257.74,13.68,17.366632,28.870849,186.65386
1131,13.83,58,1019.9,0.0,0.0,100.0,0,10,100,194.91,8.4,329.04,8.65,343.07,8.31,342.35,11.52,24.762787,32.8512,214.3097
1132,13.68,58,1020.0,0.0,0.0,100.0,0,0,100,199.36,4.68,337.38,4.38,350.54,4.38,350.54,6.12,37.0602,40.831326,235.0459
1133,13.97,56,1020.0,0.0,0.0,100.0,0,0,100,289.25,5.09,351.87,4.69,355.6,4.33,355.24,15.84,50.800104,50.888439,250.05443
1134,13.86,55,1019.8,0.0,0.0,100.0,0,0,100,260.77,6.85,356.99,6.12,360.0,5.76,360.0,14.4,65.051047,61.875664,261.77712
1135,13.6,55,1020.3,0.0,0.0,77.0,0,0,77,195.8,9.72,360.0,9.36,360.0,9.01,2.29,21.6,79.518901,73.174558,271.89765
1136,4.01,93,1022.8,0.0,0.0,45.0,95,45,0,0.0,8.12,192.8,7.2,126.87,9.26,193.5,5.4,102.05882,90.179612,73.00263
1137,4.6,94,1022.2,0.0,0.0,51.0,63,51,0,16.02,8.91,194.04,7.93,177.4,9.61,192.99,7.2,87.619049,79.322816,82.619456
1138,8.64,76,1021.2,0.0,0.0,100.0,100,100,0,169.1,6.95,201.25,9.35,195.64,7.17,197.53,8.28,73.113452,68.024499,92.304606
1139,11.92,63,1020.4,0.0,0.0,100.0,100,100,0,332.86,5.9,217.57,5.99,212.74,5.69,214.7,6.12,58.741794,56.782885,102.93731
1140,14.08,48,1019.5,0.0,0.0,100.0,100,100,0,484.16,3.98,275.19,3.96,270.0,3.96,270.0,9.0,44.697202,46.075742,115.81881
1141,15.79,38,1018.8,0.0,0.0,100.0,100,100,0,600.75,4.1,307.87,3.71,299.05,3.4,302.01,8.64,31.463831,36.701697,133.02758
1142,17.17,34,1018.1,0.0,0.0,100.0,100,100,0,705.77,2.6,326.31,2.31,321.34,2.1,329.04,6.84,20.751739,30.163858,157.0393
1143,18.36,37,1016.7,0.0,0.0,100.0,100,100,0,720.01,1.94,291.8,1.48,284.04,1.48,284.04,13.32,17.693692,28.543986,186.81164
1144,19.28,35,1016.5,0.0,0.0,100.0,67,100,0,708.44,4.35,335.56,3.55,336.04,3.42,341.57,14.4,25.020113,32.571886,214.65585
1145,20.16,33,1016.2,0.0,0.0,36.0,20,36,0,804.56,5.63,333.43,5.15,335.22,5.01,338.96,15.48,37.243583,40.603242,235.42722
1146,20.39,32,1014.9,0.0,0.0,35.0,5,35,0,742.26,7.24,333.43,6.44,333.43,6.29,336.37,16.2,50.938442,50.693802,250.4109
1147,20.3,32,1014.8,0.0,0.0,0.3,1,0,0,623.0,8.37,334.54,8.09,339.15,7.97,341.57,17.64,65.159557,61.697399,262.10267
1148,19.7,34,1014.8,0.0,0.0,0.0,0,0,0,461.02,8.77,340.82,8.83,348.23,8.83,348.23,17.28,79.605528,73.000359,272.1996
1149,11.16,47,1015.0,0.0,0.0,100.0,100,100,0,0.0,6.13,183.37,3.08,159.44,6.48,180.0,1.8,112.99639,98.079817,65.410665
1150,11.01,48,1015.1,0.0,0.0,100.0,100,100,0,0.0,6.52,186.34,2.52,180.0,7.21,182.86,2.52,102.02025,89.918907,72.786146
1151,11.24,53,1014.6,0.0,0.0,100.0,100,100,0,10.68,7.59,185.44,6.49,199.44,9.75,184.24,5.4,87.604392,79.078225,82.38825
1152,12.94,50,1014.6,0.0,0.0,100.0,100,100,0,100.57,6.21,190.01,10.37,200.32,6.21,190.01,6.48,73.118744,67.780468,92.056976
1153,14.93,42,1014.1,0.0,0.0,100.0,100,100,0,205.59,7.24,206.57,7.73,207.76,7.24,206.57,11.16,58.773664,56.532131,102.6715
1154,16.34,42,1014.3,0.0,0.0,100.0,100,100,0,287.47,10.44,223.6,11.21,222.4,10.2,222.14,14.4,44.767618,45.807443,115.54081
1155,16.73,48,1013.7,0.0,0.0,100.0,100,100,0,308.83,14.28,213.69,16.28,215.1,14.78,214.08,17.28,31.598637,36.40407,132.7752
1156,16.92,45,1013.6,0.0,0.0,100.0,100,100,100,321.29,20.17,214.82,23.19,216.16,20.67,215.07,21.96,20.998307,29.836459,156.9274
1157,16.51,38,1013.8,0.0,0.0,100.0,100,100,100,251.87,20.0,203.33,23.03,204.96,19.67,203.75,24.84,18.018005,28.220843,186.96792
1158,16.98,40,1013.2,0.0,0.0,100.0,100,100,100,314.17,25.87,201.21,30.02,202.57,26.0,201.95,36.72,25.27562,32.295946,215.00088
1159,16.6,41,1013.2,0.0,0.0,100.0,100,100,100,329.3,25.12,207.3,29.31,207.82,24.95,206.57,33.84,37.425636,40.377913,235.80617
1160,16.04,41,1012.4,0.0,0.0,100.0,100,100,100,231.4,22.1,210.32,26.18,211.5,22.6,210.65,40.32,51.075308,50.501225,250.76425
1161,16.11,41,1012.6,0.0,0.0,100.0,100,100,100,237.63,21.39,216.1,25.2,216.87,21.6,216.87,30.24,65.266343,61.520635,262.42482
1162,16.09,39,1012.6,0.0,0.0,100.0,77,100,100,235.85,23.11,217.41,27.89,219.24,23.84,218.25,39.24,78.602703,71.979897,271.77748
1163,3.33,83,1016.0,0.0,0.0,1.5,5,0,0,0.0,8.79,214.99,11.16,270.0,10.88,214.22,8.64,113.31452,98.073329,64.943132
1164,3.16,82,1016.4,0.0,0.0,0.6,2,0,0,0.0,10.19,212.01,12.25,245.7,12.48,213.23,10.08,101.98323,89.662183,72.570977
1165,3.95,81,1016.5,0.0,0.0,9.6,32,0,0,19.58,10.63,208.3,12.6,233.13,10.46,206.57,9.72,87.591353,78.837414,82.158154
1166,7.69,70,1015.4,0.0,0.0,11.1,37,0,0,179.78,7.9,210.07,9.69,228.01,7.59,211.43,14.76,73.12601,67.540522,91.810102
1167,11.26,60,1014.2,0.0,0.0,100.0,100,100,0,346.21,6.62,247.62,7.75,248.2,6.95,248.75,12.96,58.807786,56.285707,102.4058
1168,13.46,54,1013.9,0.0,0.0,100.0,100,100,0,478.82,7.7,259.22,8.4,260.13,7.7,259.22,15.48,44.840521,45.543686,115.26173
1169,14.66,52,1012.9,0.0,0.0,100.0,100,100,38,535.78,9.02,241.39,9.69,238.67,8.89,238.24,15.12,31.735837,36.110963,132.51987
1170,14.82,52,1011.8,0.0,0.0,100.0,59,100,100,498.4,9.79,197.1,9.69,195.07,9.26,193.5,17.28,21.245101,29.513084,156.81164
1171,13.92,59,1013.8,0.0,0.0,100.0,100,100,100,225.17,6.29,203.63,7.63,199.29,7.29,200.22,18.72,18.338804,27.90118,187.1226
1172,13.89,58,1013.2,0.0,0.0,100.0,100,100,10,243.86,3.32,220.6,4.1,217.87,4.1,217.87,5.76,25.528883,32.0232,215.34498
1173,14.38,55,1012.8,0.0,0.0,100.0,28,100,64,335.53,5.0,239.74,5.5,238.39,5.19,236.31,13.32,37.606141,40.155243,236.18284
1174,14.08,58,1012.3,0.5,0.0,100.0,100,100,100,245.64,11.02,218.37,12.03,218.93,11.3,217.23,13.68,51.210566,50.310665,251.11448
1175,13.7,59,1012.0,0.5,0.0,100.0,0,100,100,265.22,16.06,222.27,17.83,223.36,16.3,223.21,16.92,65.371311,61.345363,262.74351
1176,13.25,64,1011.9,0.5,0.0,100.0,0,100,54,189.57,13.51,228.24,14.53,228.01,13.51,228.24,15.48,79.169131,72.184701,272.39343
1177,8.43,93,1008.0,0.8,0.0,100.0,0,0,100,0.0,10.11,184.09,18.25,194.86,10.81,181.91,20.52,101.94754,89.409195,72.357158
1178,9.18,92,1007.5,0.3,0.0,100.0,0,11,100,11.57,8.29,182.49,13.36,194.04,7.92,180.0,24.48,87.579966,78.600481,81.929221
1179,10.67,82,1007.7,0.0,0.0,10.0,0,0,10,129.05,1.8,233.13,1.3,236.31,1.3,213.69,21.6,73.135254,67.304746,91.564053
1180,10.64,78,1007.8,0.3,0.0,100.0,0,6,100,158.42,6.64,347.47,6.48,360.0,6.48,360.0,16.2,58.844129,56.043699,102.14031
1181,10.62,73,1008.3,0.6,0.0,100.0,0,100,100,208.26,6.37,312.71,5.12,309.29,4.84,311.99,19.8,44.915833,45.284561,114.98165
1182,11.06,66,1008.1,0.3,0.0,100.0,100,100,100,276.79,7.34,281.31,7.56,270.0,6.84,270.0,22.68,31.875268,35.82248,132.26161
1183,11.04,63,1007.9,0.0,0.0,100.0,100,100,100,259.88,7.7,259.22,8.31,252.35,7.63,250.71,13.32,21.491882,29.193838,156.69194
1184,11.16,68,1006.4,1.1,0.0,94.0,3,94,10,254.54,17.25,293.36,19.24,287.42,16.39,289.23,27.0,18.65599,27.585076,187.27552
1185,10.53,67,1006.2,0.0,0.0,63.0,0,63,63,302.6,21.87,290.22,24.7,288.7,21.07,289.98,27.36,25.779749,31.753694,215.68792
1186,10.16,67,1006.9,0.5,0.0,100.0,0,100,69,347.99,20.61,289.38,23.01,290.14,20.06,291.04,27.0,37.784958,39.935245,236.55702
1187,10.16,67,1006.9,0.8,0.0,100.0,0,100,72,268.78,20.47,293.86,22.08,294.06,19.34,294.18,24.12,51.344107,50.122125,251.46141
1188,8.78,74,1007.6,0.5,0.0,100.0,0,100,100,224.28,24.34,299.22,28.67,298.5,23.71,300.07,26.64,65.474379,61.171592,263.05861
1189,7.35,79,1008.9,0.2,0.0,100.0,0,100,100,123.71,21.22,284.74,26.46,284.98,20.87,285.0,27.0,79.370364,72.107715,272.76464
1190,2.36,94,1013.6,0.0,0.0,2.0,0,0,2,0.0,16.49,306.12,24.91,307.37,18.5,307.09,25.56,113.34198,97.64129,64.453657
1191,1.8,93,1014.1,0.0,0.0,3.0,0,0,3,0.0,15.58,303.69,23.48,305.64,18.47,303.07,18.72,101.91381,89.160805,72.144731
1192,2.53,93,1014.6,0.0,0.0,36.0,0,0,36,20.47,15.19,301.43,20.97,304.51,16.79,300.96,20.16,87.570263,78.367527,81.701504
1193,4.87,85,1014.8,0.0,0.0,100.0,0,0,100,174.44,16.28,305.1,19.01,307.3,16.49,306.12,21.24,73.146474,67.073225,91.318891
1194,6.32,80,1014.6,0.0,0.0,100.0,0,0,100,355.11,19.09,314.24,21.9,313.67,18.84,313.45,22.68,58.882659,55.806188,101.87508
1195,7.21,75,1015.3,0.0,0.0,100.0,0,0,100,525.99,20.63,317.12,23.68,315.62,20.37,316.43,24.12,44.99347,45.030151,114.70064
1196,7.98,71,1015.6,0.0,0.0,100.0,0,0,100,598.97,21.92,317.66,24.46,317.39,21.41,317.73,25.56,32.016751,35.538701,132.00041
1197,8.68,69,1015.1,0.0,0.0,91.0,0,0,91,751.16,21.39,313.64,22.66,314.36,20.62,314.29,24.84,21.738364,28.878774,156.56812
1198,9.89,66,1014.7,0.0,0.0,24.0,0,0,24,590.96,21.25,308.81,21.82,307.63,19.51,307.5,20.88,18.969337,27.272545,187.4265
1199,11.66,59,1014.3,0.0,0.0,7.0,0,0,7,834.82,22.04,308.37,23.05,308.66,20.97,309.43,21.96,26.028005,31.487418,216.02955
1200,12.2,57,1014.7,0.0,0.0,4.0,0,0,4,851.73,22.45,311.1,23.74,310.7,21.71,310.29,20.52,37.961927,39.717908,236.92857
1201,12.44,56,1014.2,0.0,0.0,1.0,0,0,1,767.18,22.66,314.36,23.93,313.78,21.64,314.33,20.88,51.475816,49.935597,251.80493
1202,12.05,58,1014.4,0.0,0.0,10.0,0,0,10,492.17,23.42,316.25,25.71,315.57,22.66,315.64,21.24,65.575461,60.999322,263.37001
1203,11.54,59,1014.7,0.0,0.0,10.0,0,0,10,445.89,23.44,317.49,25.98,317.25,22.93,317.54,21.6,79.929502,72.313397,273.36975
1204,5.22,86,1019.1,0.0,0.0,45.0,2,0,45,0.0,8.09,327.72,14.17,332.78,7.9,335.77,9.0,114.19494,98.010606,63.59764
1205,4.82,94,1019.5,0.0,0.0,37.0,28,0,37,0.0,6.76,334.8,11.97,344.29,6.62,337.62,11.16,101.88218,88.917224,71.933708
1206,5.54,92,1019.7,0.0,0.0,100.0,100,77,100,24.92,3.26,353.66,6.95,21.25,2.55,8.13,7.92,87.562276,78.138632,81.475056
1207,7.54,84,1019.5,0.0,0.0,100.0,100,100,100,169.1,3.24,90.0,3.62,95.71,3.62,95.71,6.84,73.159677,66.846043,91.074718
1208,9.34,74,1018.9,0.0,0.0,100.0,100,100,55,323.07,5.6,135.0,6.11,135.0,5.6,135.0,8.64,58.923357,55.573271,101.61028
1209,10.38,66,1019.1,0.0,0.0,100.0,100,100,100,440.55,13.71,166.33,15.04,168.96,14.33,168.41,15.12,45.073379,44.780583,114.41893
1210,10.84,63,1018.6,0.0,0.0,73.0,100,73,10,445.89,13.91,169.56,14.62,170.07,13.91,169.56,14.4,32.160209,35.259818,131.73656
1211,12.81,54,1017.6,0.0,0.0,100.0,100,100,70,664.83,13.32,180.0,14.4,181.43,13.32,180.0,14.4,21.984587,28.568171,156.44033
1212,14.63,48,1017.4,0.0,0.0,100.0,100,100,26,709.33,11.52,180.0,11.89,181.74,11.17,181.85,13.68,19.279112,26.963868,187.57524
1213,15.04,48,1017.0,0.0,0.0,100.0,100,100,100,639.91,11.54,183.58,11.9,183.47,11.54,183.58,14.4,26.273654,31.224546,216.36933
1214,13.83,54,1017.3,0.0,0.0,100.0,100,100,100,305.27,12.54,219.17,14.29,220.91,13.28,220.6,13.68,38.136958,39.503303,237.29706
1215,14.06,53,1016.5,0.0,0.0,100.0,0,100,11,330.19,9.03,246.5,9.66,243.43,9.34,242.45,12.24,51.605604,49.751107,252.14475
1216,14.85,49,1016.1,0.1,0.0,100.0,0,100,10,340.87,6.85,273.01,7.2,270.0,6.84,270.0,12.6,65.674485,60.828567,263.67753
1217,5.94,89,1018.7,0.0,0.0,100.0,0,100,100,0.0,12.03,308.93,14.4,306.87,12.6,306.87,12.96,113.25051,97.136229,64.057738
1218,4.59,88,1019.0,0.0,0.0,67.0,0,67,3,0.0,8.4,313.26,14.51,313.99,9.93,316.47,10.8,101.85289,88.678815,71.724132
1219,4.89,85,1019.9,0.0,0.0,0.0,0,0,0,24.92,9.18,318.18,15.02,314.03,8.5,323.62,16.56,87.556035,77.913892,81.249932
1220,7.1,67,1019.3,0.0,0.0,0.0,0,0,0,186.9,13.24,315.0,14.51,313.99,12.98,313.88,15.84,73.174862,66.62328,90.831599
1221,8.96,53,1018.9,0.0,0.0,0.0,0,0,0,378.25,17.07,317.56,18.84,315.0,16.55,315.88,19.08,58.966188,55.345026,101.34598
1222,10.47,48,1019.2,0.0,0.0,0.0,0,0,0,557.14,17.07,317.56,18.08,315.81,16.3,316.79,20.52,45.155477,44.535938,114.1366
1223,12.0,44,1018.3,0.0,0.0,0.0,0,0,0,707.55,18.33,315.0,18.84,313.45,17.31,315.0,22.32,32.305471,34.985913,131.47009
1224,13.21,38,1017.9,0.0,0.0,0.0,0,0,0,823.25,18.33,315.0,18.84,313.45,17.31,315.0,21.6,22.230292,28.262096,156.30845
1225,14.63,40,1018.7,0.0,0.0,0.0,0,0,0,886.44,19.6,314.26,20.39,312.14,18.84,313.45,23.04,19.585115,26.659074,187.72154
1226,15.33,40,1018.7,0.0,0.0,0.0,0,0,0,900.68,19.11,312.71,19.91,310.6,18.36,311.82,27.72,26.516503,30.965077,216.70708
1227,15.81,39,1018.4,0.0,0.0,0.0,0,0,0,861.52,18.67,309.52,19.23,308.16,17.94,308.48,26.64,38.3099,39.291417,237.6623
1228,16.11,40,1018.1,0.0,0.0,0.0,0,0,0,769.85,18.16,309.37,18.72,307.97,17.15,309.04,20.88,51.733359,49.568647,252.48072
1229,16.07,41,1018.2,0.0,0.0,0.0,0,0,0,644.36,17.94,308.48,19.01,307.3,17.43,308.29,19.44,65.771367,60.659326,263.98104
1230,15.53,42,1018.1,0.0,0.0,1.2,4,0,0,479.71,16.92,308.09,18.0,306.87,16.42,307.87,19.8,80.078258,71.976913,273.93148
1231,8.48,87,1020.3,0.0,0.0,100.0,100,100,63,0.0,1.94,291.8,5.8,299.74,1.48,284.04,10.44,101.82606,88.445763,71.516055
1232,9.06,85,1020.1,0.0,0.0,100.0,100,100,19,25.81,2.52,270.0,3.32,282.53,2.16,270.0,12.6,87.55157,77.693408,81.026184
1233,11.33,74,1020.4,0.0,0.0,100.0,0,23,100,181.56,3.62,264.29,3.26,263.66,2.97,255.96,12.24,73.192024,66.405016,90.589587
1234,14.01,55,1019.7,0.0,0.0,100.0,0,0,100,290.14,11.44,294.15,11.59,295.77,9.98,295.64,17.28,59.011109,55.121519,101.08224
1235,16.14,46,1019.5,0.0,0.0,12.0,0,0,12,521.54,16.65,291.57,17.65,290.28,15.84,291.32,21.6,45.239659,44.296268,113.85363
1236,17.28,48,1019.1,0.0,0.0,39.0,0,0,39,682.63,17.87,297.6,18.22,299.6,16.61,299.9,20.88,32.452319,34.717014,131.20084
1237,17.41,51,1018.6,0.0,0.0,100.0,0,0,100,642.58,19.77,303.11,20.87,302.32,18.97,303.39,21.96,22.475088,27.960515,156.17218
1238,18.37,48,1018.8,0.0,0.0,5.1,17,0,0,849.95,13.76,312.88,13.76,312.88,12.73,315.0,15.12,19.886971,26.358074,187.86526
1239,19.16,48,1018.4,0.0,0.0,7.2,24,0,0,842.83,14.77,313.03,14.53,311.99,13.49,313.92,17.64,26.756291,30.708936,217.04276
1240,19.25,49,1018.7,0.0,0.0,100.0,10,0,100,752.94,13.55,309.61,14.06,309.81,13.0,311.63,16.92,38.480582,39.082204,238.02425
1241,19.57,49,1017.5,0.0,0.0,100.0,0,0,100,577.61,14.28,303.69,14.88,302.15,13.78,303.27,16.2,51.858962,49.388191,252.81277
1242,19.59,49,1017.4,0.0,0.0,100.0,9,0,100,398.72,15.95,298.3,16.1,296.57,14.97,297.18,18.0,65.866022,60.491597,264.28045
1243,19.15,51,1017.7,0.0,0.0,10.0,5,0,10,252.76,15.94,295.41,16.6,294.34,14.99,294.1,18.0,80.149191,71.810522,274.20618
1244,8.32,96,1018.6,0.0,0.0,100.0,5,100,97,0.0,4.02,190.3,8.71,262.87,5.41,183.81,7.92,112.91853,96.470926,63.840652
1245,8.48,95,1018.8,0.0,0.0,100.0,7,100,21,0.0,3.96,180.0,7.28,278.53,6.13,176.63,6.48,101.80189,88.218357,71.309495
1246,9.4,89,1018.2,0.0,0.0,100.0,5,100,9,13.35,3.96,180.0,7.57,295.35,5.51,168.69,16.92,87.548907,77.477252,80.80387
1247,12.28,77,1017.2,0.0,0.0,100.0,100,100,13,105.02,1.3,303.69,4.33,311.63,0.8,333.43,15.84,73.211163,66.191326,90.348782
1248,15.87,49,1016.9,0.0,0.0,53.0,95,53,4,303.49,9.89,326.89,10.59,324.69,9.69,328.67,15.48,59.058094,54.90284,100.8192
1249,17.31,42,1017.2,0.0,0.0,100.0,100,100,0,499.29,10.51,321.95,11.02,321.63,10.38,326.31,19.8,45.325869,44.061692,113.57029
1250,18.18,40,1016.4,0.0,0.0,100.0,100,100,0,574.94,9.5,307.3,9.29,305.54,8.44,309.81,21.6,32.600673,34.453298,130.92914
1251,18.72,40,1016.1,0.0,0.0,100.0,100,100,2,445.89,10.95,297.41,10.83,291.45,9.5,294.62,23.76,22.719003,27.663685,156.03167
1252,19.07,53,1016.2,0.0,0.0,100.0,28,79,100,579.39,17.87,288.8,18.79,286.7,16.86,286.11,24.48,20.184883,26.061122,188.00609
1253,19.46,54,1015.7,0.0,0.0,100.0,22,100,100,597.19,21.76,286.34,23.4,284.25,20.52,285.26,29.88,26.993005,30.456268,217.37584
1254,18.98,56,1015.8,0.0,0.0,100.0,21,100,100,396.05,23.19,295.77,25.77,294.78,22.38,295.74,29.88,38.648913,38.875718,238.3825
1255,18.65,59,1015.9,0.0,0.0,100.0,6,0,100,361.34,23.33,308.11,25.99,306.55,23.11,307.41,28.44,51.982327,49.209757,253.14063
1256,17.2,65,1016.7,0.0,0.0,100.0,9,0,100,411.18,20.66,311.47,22.83,307.95,20.19,309.94,26.64,65.958381,60.325387,264.5756
1257,17.64,65,1016.6,0.0,0.0,100.0,51,0,100,315.95,16.49,306.12,17.67,303.37,15.99,305.84,24.48,80.217711,71.645348,274.47659
1258,12.78,87,1015.0,0.0,0.0,100.0,100,100,0,0.0,10.08,180.0,12.78,212.35,13.32,178.45,8.64,114.08322,97.072392,62.773491
1259,12.65,87,1014.4,0.0,0.0,100.0,100,100,0,0.0,10.44,180.0,10.19,212.01,13.32,180.0,5.76,101.78056,87.996838,71.104494
1260,13.72,84,1014.6,0.0,0.0,100.0,7,100,0,27.59,9.37,177.8,9.18,191.31,9.39,175.6,4.32,87.54807,77.265511,80.583047
1261,16.46,72,1014.3,0.0,0.0,100.0,1,100,0,179.78,5.01,201.04,4.21,199.98,4.55,198.43,8.28,73.232274,65.982286,90.109259
1262,18.44,64,1013.8,0.0,0.0,81.0,9,81,0,364.01,4.38,260.54,4.74,261.25,4.38,260.54,12.6,59.107106,54.689059,100.55696
1263,20.21,59,1013.6,0.0,0.0,3.6,12,0,0,538.45,7.17,252.47,7.86,254.05,7.17,252.47,13.68,45.414021,43.832283,113.28666
1264,20.87,58,1013.0,0.1,0.0,48.0,5,48,48,517.98,7.39,223.03,8.16,221.42,7.65,221.19,14.76,32.750373,34.19485,130.65505
1265,22.03,53,1012.1,0.2,0.0,10.0,24,0,10,454.79,7.57,205.35,7.57,205.35,7.09,203.96,15.84,22.961827,27.37169,155.88682
1266,23.39,48,1012.4,0.0,0.0,61.0,37,0,61,621.22,13.48,235.89,14.4,233.13,13.39,233.75,19.8,20.478715,25.768269,188.14378
1267,24.07,46,1011.4,0.0,0.0,100.0,10,0,100,836.6,14.12,250.64,14.46,251.11,13.78,250.14,29.16,27.226491,30.207083,217.70607
1268,24.49,37,1010.8,0.0,0.0,13.5,45,0,6,727.13,18.86,228.09,20.88,226.4,19.35,225.0,32.76,38.81476,38.671952,238.73683
1269,24.76,29,1010.1,0.0,0.0,9.3,31,0,0,743.15,20.46,241.63,22.38,242.2,20.32,240.26,32.4,52.10335,49.033337,253.46415
1270,24.34,26,1010.1,0.0,0.0,30.0,100,0,0,610.54,20.43,255.72,22.45,254.18,20.28,253.5,31.68,66.048366,60.160697,264.86635
1271,23.32,30,1010.6,0.0,0.0,30.0,100,0,0,455.68,20.12,259.7,23.23,257.47,20.27,257.69,32.04,80.283765,71.481404,274.74261
1272,11.88,34,1012.3,0.0,0.0,100.0,76,100,0,0.0,9.69,248.2,25.28,259.33,11.3,247.52,27.36,101.76215,87.781368,70.901101
1273,12.59,34,1011.6,0.0,0.0,100.0,54,100,0,14.24,11.59,205.77,24.41,232.79,12.86,197.93,27.36,87.549084,77.058274,80.36377
1274,15.14,38,1011.4,0.0,0.0,100.0,43,100,0,85.44,11.46,223.73,20.38,234.34,10.8,216.87,28.44,73.255348,65.777967,89.871081
1275,17.5,47,1011.3,0.0,0.0,100.0,51,100,3,169.1,14.69,233.97,17.87,235.67,13.61,232.52,28.8,59.158097,54.48024,100.29558
1276,17.54,49,1011.7,0.0,0.0,100.0,27,100,100,166.43,11.53,194.47,12.76,196.39,11.66,188.88,27.36,45.504013,43.608096,113.00278
1277,19.1,54,1011.1,0.0,0.0,100.0,28,100,3,228.73,9.73,231.01,9.83,241.56,8.5,233.62,29.88,32.90122,33.941712,130.37849
1278,19.11,59,1011.6,0.2,0.0,100.0,64,100,70,249.2,20.01,261.72,26.83,258.39,22.03,258.69,37.8,23.20324,27.084528,155.73741
