,OPER_CAP,SUMMER_CAP,WINTER_CAP,PLAN_CAP,RETIRE_CAP,GEN_UNITS,PLAN_UNIT,RETIR_UNIT,PRIM_FUEL,SEC_FUEL,COAL_USED,NGAS_USED,OIL_USED,CAP_FACTOR,LINES,NET_GEN
0,53.9,53.0,53.0,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.299754459,1,139170.0
1,2569.5,2399.7,2430.7,774.0,272.0,10,2,1,NG,BIT,1292499,54793583,0,0.499451033,1,10499145.97
2,138.0,130.0,130.0,0.0,0.0,2,0,0,NG,NOT AVAILABLE,0,697629,0,0.044287847,1,50435.0
3,0.0,0.0,0.0,0.0,1416.7,0,0,5,BIT,NOT AVAILABLE,0,0,0,0.0,1,0.0
4,1288.4,1256.1,1400.1,0.0,0.0,11,0,0,NG,DFO,0,11412078,314,0.097346138,1,1071142.0
5,72.9,71.1,68.1,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.43248624,1,269368.0
6,100.0,129.2,130.0,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.518711919,0,587074.0
7,177.0,180.0,181.8,0.0,0.0,6,0,0,WAT,NOT AVAILABLE,0,0,0,0.445731228,1,702829.0
8,170.0,163.1,164.9,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.45155016,1,645155.0
9,91.0,79.9,77.9,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.428620822,1,300002.0
10,87.6,81.0,72.9,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.410682677,1,291404.0
11,2034.0,1868.0,1872.0,0.0,0.0,6,0,0,NG,BIT,1054490,15105319,594,0.232034909,1,3796945.0
12,476.0,363.2,486.4,0.0,1350.0,8,0,5,BIT,NG,0,52807,435,0.000927826,1,2952.0
13,115.2,122.7,124.5,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.875468437,1,940999.0
14,0.0,0.0,0.0,0.0,1968.6,0,0,8,BIT,NOT AVAILABLE,0,0,0,0.0,1,0.0
15,720.7,634.8,638.0,0.0,0.0,1,0,0,LIG,NOT AVAILABLE,614094,365785,0,0.119988354,1,667236.996
16,3.0,2.8,2.8,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.256441618,1,6290.0
17,1055.0,753.0,972.0,0.0,608.4,9,0,4,NG,BIT,0,3897872,815,0.047640337,1,314249.004
18,5.2,5.4,5.4,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.117051412,1,5537.0
19,4.0,3.6,3.6,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.823249619,0,25962.0
20,4.4,4.4,4.4,0.0,0.0,8,0,0,DFO,WAT,0,0,2479,0.08971565,0,3458.0
21,77.9,62.4,68.1,0.0,43.5,3,0,5,NG,DFO,0,111973,344,0.013987677,0,7646.0
22,78.2,78.0,78.0,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.414466983,0,283197.0
23,4.2,4.2,3.3,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.657806045,0,24202.0
24,4.6,4.6,4.6,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.170835815,0,6884.0
25,19.2,19.0,19.0,0.0,6.5,8,0,4,DFO,WND,0,0,44365,0.196407114,0,32690.0
26,14.5,12.4,12.4,0.0,0.3,8,0,1,DFO,WAT,0,0,1515,0.130185594,0,14141.28
27,8.5,8.5,8.5,0.0,6.2,4,0,6,DFO,NOT AVAILABLE,0,0,946,0.007843137,0,584.0
28,312.4,300.4,332.0,0.0,62.0,6,0,1,NG,NOT AVAILABLE,0,351043,0,0.006232558,0,16401.0
29,11.0,11.0,11.0,0.0,4.1,9,0,6,DFO,NOT AVAILABLE,0,0,29670,0.186560814,0,17977.0
30,0.0,0.0,0.0,40.0,0.0,0,1,0,SUN,NOT AVAILABLE,0,0,0,0.0,0,0.0
31,2390.1,2350.0,2375.0,0.0,0.0,4,0,0,RC,BIT,2686704,0,28059,0.302447054,1,6226175.044
32,1429.2,1260.0,1279.0,1183.2,850.0,2,3,1,BIT,NG,2751726,0,37933,0.60242254,1,6649299.023
33,0.0,0.0,0.0,0.0,2.7,0,0,1,DFO,NOT AVAILABLE,0,0,0,0.0,0,0.0
34,0.0,0.0,0.0,0.0,182.7,0,0,2,NG,NOT AVAILABLE,0,0,0,0.0,1,0.0
35,0.0,0.0,0.0,0.0,78.0,0,0,4,NG,DFO,0,0,0,0.0,1,0.0
36,0.0,0.0,0.0,0.0,923.1,0,0,3,NG,NOT AVAILABLE,0,0,0,0.0,1,0.0
37,9.0,11.4,11.4,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.542938396,1,54220.0
38,112.0,128.8,128.8,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.173805801,1,196103.0
39,70.0,70.0,70.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.239179713,1,146665.0
40,0.0,0.0,0.0,0.0,4.1,0,0,5,DFO,NG,0,0,0,0.0,0,0.0
41,25.5,29.1,29.1,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.26203926,1,66798.0
42,80.4,80.0,80.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.532826769,1,373405.0
43,75.0,75.0,75.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.501031963,1,329178.0
44,340.0,370.0,370.0,0.0,0.0,8,0,0,WAT,NOT AVAILABLE,0,0,0,0.47485129,1,1539088.0
45,160.8,140.0,140.0,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.395550391,1,485103.0
46,120.0,122.0,122.0,0.0,0.0,1,0,0,NG,RFO,0,20328,3332,0.003342316,1,3572.0
47,136.0,134.0,134.0,0.0,0.0,1,0,0,NG,RFO,0,475838,0,0.03282645,1,38533.0
48,1267.7,1225.0,1255.0,0.0,0.0,1,0,0,NUC,NOT AVAILABLE,0,0,0,0.986159911,1,10582482.0
49,0.0,0.0,0.0,0.0,90.0,0,0,3,MSW,NOT AVAILABLE,0,0,0,0.0,0,0.0
50,18.6,18.6,18.6,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.0,0,0.0
51,2.0,2.0,2.0,0.0,0.0,1,0,0,SUN,NOT AVAILABLE,0,0,0,0.031278539,0,548.0
52,1.0,0.7,0.7,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.378180039,1,2319.0
53,1320.0,1036.0,1044.0,0.0,0.0,2,0,0,NG,NOT AVAILABLE,0,10358213,0,0.115948128,1,1052271.0
54,12.0,12.0,12.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.318769026,0,33509.0
55,4.6,4.6,4.6,0.0,1.6,4,0,1,DFO,NOT AVAILABLE,0,0,709,0.007420091,0,299.0
56,1.0,1.0,1.0,0.0,0.0,3,0,0,DFO,NOT AVAILABLE,0,0,61,0.000228311,0,2.0
57,654.0,664.0,751.0,0.0,0.0,7,0,0,NG,DFO,0,30186828,0,0.714865111,1,4158113.0
58,7.2,8.4,8.4,0.0,0.0,6,0,0,WAT,NOT AVAILABLE,0,0,0,0.382746249,0,28164.0
59,2.0,1.7,2.2,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.417942519,0,6224.0
60,37.2,41.5,42.6,0.0,49.2,1,0,1,DFO,WAT,0,0,0,0.294250977,1,106972.0
61,30.5,28.9,28.9,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.31353589,1,79376.0
62,1.4,1.0,1.2,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.481392694,0,4217.0
63,20.5,18.1,24.0,0.0,0.0,3,0,0,JF,WAT,0,0,1475,0.053589899,0,8497.0
64,9.0,9.9,11.1,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.398413357,0,34552.0
65,21.8,16.1,21.2,0.0,0.0,1,0,0,KER,NOT AVAILABLE,0,0,440,0.001162824,1,164.0
66,21.8,17.4,22.5,0.0,0.0,1,0,0,KER,NOT AVAILABLE,0,0,1004,0.001075946,1,164.0
67,2162.9,2073.1,2096.7,0.0,0.0,2,0,0,NUC,NOT AVAILABLE,0,0,0,0.865338488,1,15714855.0
68,3.2,3.2,3.2,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.135987443,0,3812.0
69,19.0,15.3,18.8,0.0,0.0,1,0,0,DFO,NOT AVAILABLE,0,0,653,0.001939893,0,260.0
70,59.5,52.0,54.0,0.0,0.0,1,0,0,WDS,NG,0,14193,0,0.504313756,0,229725.002
71,52.0,50.0,50.0,0.0,0.0,2,0,0,DFO,NOT AVAILABLE,0,0,339,0.0,1,0.0
72,18.5,18.0,18.0,0.0,0.0,1,0,0,DFO,NOT AVAILABLE,0,0,143,0.0,0,0.0
73,710.3,725.0,725.0,0.0,0.0,4,0,0,NG,DFO,0,1968559,6195,0.027630137,1,175478.997
74,464.1,426.1,426.1,0.0,340.0,2,0,3,BIT,DFO,75581,0,12315,0.028392,1,105977.002
75,113.6,103.1,104.1,0.0,37.6,1,0,2,NG,DFO,0,65621,0,0.005591504,0,5050.0
76,1370.2,1273.0,1273.0,0.0,0.0,2,0,0,BIT,NOT AVAILABLE,468577,0,50888,0.085284823,1,951052.003
77,1295.0,1290.0,1393.0,0.0,804.0,4,0,2,NG,RFO,0,41610822,15641,0.564436389,1,6378356.973
78,2680.9,2735.5,2756.0,0.0,620.0,14,0,10,NG,DFO,0,67833633,16157,0.406646001,1,9744450.0
79,1215.9,1223.6,1184.4,1163.0,1794.8,7,3,28,NG,DFO,0,3860181,4200,0.034867637,1,373736.997
80,1352.0,1237.0,1338.0,0.0,1710.4,4,0,16,NG,RFO,0,41432388,6714,0.579863728,1,6283472.944
81,1295.0,1290.0,1393.0,0.0,620.8,4,0,2,NG,RFO,0,42211447,21846,0.581536759,1,6571597.99
82,2377.8,2352.0,2376.0,0.0,156.2,10,0,1,NG,RFO,0,68269444,0,0.472861385,1,9742609.0
83,2861.2,2952.1,3035.0,0.0,817.5,7,0,7,NUC,NG,0,44160401,4429,0.734884881,1,19004414.04
84,0.0,0.0,0.0,0.0,67.4,0,0,2,DFO,DFO,0,737,1616,0.0,1,610.0
85,226.8,171.0,226.0,0.0,0.0,4,0,0,DFO,NOT AVAILABLE,0,0,9727,0.002387914,1,3577.0
86,3449.0,3020.0,3314.0,0.0,1854.7,8,0,3,BIT,NG,1562462,77406967,40153,0.56502026,1,14947723.99
87,0.0,0.0,0.0,0.0,153.2,0,0,4,NG,NOT AVAILABLE,0,0,0,0.0,1,0.0
88,1475.6,1280.0,1468.0,0.0,494.3,9,0,3,NG,RFO,0,50939093,6880,0.608411191,1,6821993.0
89,0.0,0.0,0.0,0.0,19.2,0,0,1,DFO,NOT AVAILABLE,0,0,0,0.0,1,0.0
90,197.7,145.0,194.0,0.0,147.0,3,0,3,NG,DFO,0,808743,2691,0.046369076,1,58898.0
91,1135.1,924.0,924.0,0.0,93.7,4,0,3,BIT,NG,375472,4821754,1988,0.135875758,1,1099810.998
92,0.0,0.0,0.0,0.0,98.0,0,0,2,BIT,NOT AVAILABLE,0,0,0,0.0,1,0.0
93,661.5,543.0,620.0,0.0,340.0,4,0,2,NG,BIT,0,34145280,576,1.044334494,1,4967565.0
94,1904.3,1677.8,1712.8,1229.5,175.4,6,3,3,NG,BIT,415978,25349342,0,0.212931657,1,3129568.99
95,0.0,0.0,0.0,0.0,232.6,0,0,5,RFO,NOT AVAILABLE,0,0,0,0.0,0,0.0
96,2430.0,2302.0,2302.0,2228.0,0.0,2,2,0,NUC,NOT AVAILABLE,0,0,0,0.935151585,1,18857818.0
97,0.0,0.0,0.0,0.0,3.0,0,0,3,WAT,NOT AVAILABLE,0,0,0,0.0,0,0.0
98,0.0,0.0,0.0,0.0,141.8,0,0,7,NG,DFO,0,0,0,0.0,0,0.0
99,146.1,108.0,118.0,45.5,92.6,2,1,5,NG,DFO,0,6845259,0,0.862501057,1,815995.0
100,370.0,357.2,382.4,0.0,168.6,2,0,3,NG,DFO,0,1350554,455,0.039333069,1,123076.005
101,1407.1,1322.0,1356.4,0.0,0.0,7,0,0,BIT,NG,384804,23711826,9421,0.401104598,1,4645080.039
102,0.0,0.0,0.0,0.0,231.6,0,0,2,RFO,NG,0,0,0,0.0,0,0.0
103,3.1,3.1,3.1,0.0,1.5,2,0,1,WAT,NOT AVAILABLE,0,0,0,0.200839593,1,5454.0
104,0.0,0.0,0.0,0.0,73.0,0,0,11,NG,DFO,0,0,0,0.0,0,0.0
105,98.7,93.5,100.5,0.0,47.5,9,0,3,NG,DFO,0,102222,349,0.008343711,1,6834.0
106,894.4,849.0,876.0,150.0,517.5,7,6,3,NG,BIT,295984,14803528,2383,0.347618068,1,2585318.998
107,1.8,1.4,1.8,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.069960861,1,858.0
108,0.0,0.0,0.0,0.0,12.5,0,0,8,DFO,NOT AVAILABLE,0,0,0,0.0,0,0.0
109,0.0,0.0,0.0,0.0,5.1,0,0,3,DFO,NOT AVAILABLE,0,0,0,0.0,1,0.0
110,342.8,290.0,350.0,0.0,0.0,4,0,0,NG,DFO,0,330238,309,0.000640844,1,1628.0
111,0.0,0.0,0.0,0.0,29.9,0,0,7,NG,DFO,0,0,0,0.0,1,0.0
112,673.1,484.5,518.5,0.0,440.8,9,0,6,NG,DFO,0,12782776,95,0.382534129,1,1623559.0
113,270.1,226.0,258.0,0.0,80.0,2,0,3,NG,DFO,0,7832014,246,0.522265326,1,1033960.002
114,43.5,43.5,43.5,0.0,30.0,3,0,3,WAT,NOT AVAILABLE,0,0,0,0.607988243,1,231680.0
115,0.0,0.0,0.0,0.0,2.8,0,0,4,WAT,NOT AVAILABLE,0,0,0,0.0,1,0.0
116,173.0,189.1,190.5,0.0,0.0,6,0,0,WAT,NOT AVAILABLE,0,0,0,0.37634469,1,623421.0
117,3498.6,3232.0,3232.0,0.0,41.8,4,0,1,BIT,DFO,3327068,0,49786,0.281451149,1,7968534.983
118,5.4,6.3,6.0,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.499257085,1,27553.0
119,38.6,38.6,39.4,0.0,6.0,6,0,2,WAT,NOT AVAILABLE,0,0,0,0.575342466,1,194544.0
120,0.0,0.0,0.0,0.0,1746.2,0,0,4,BIT,DFO,0,0,0,0.0,1,0.0
121,2848.4,2535.0,2791.0,0.0,598.4,11,0,2,NG,BIT,0,126892239,1,0.842571353,1,18710645.0
122,0.0,0.0,0.0,0.0,1.0,0,0,2,WAT,NOT AVAILABLE,0,0,0,0.0,0,0.0
123,14.4,22.8,22.8,0.0,0.0,6,0,0,WAT,NOT AVAILABLE,0,0,0,0.482210807,1,96311.0
124,560.0,416.0,515.0,0.0,143.7,10,0,2,DFO,RFO,0,0,11276,0.000619347,1,2257.0
125,16.8,10.5,11.2,0.0,0.0,7,0,0,WAT,NOT AVAILABLE,0,0,0,0.467405958,1,42992.0
126,4.8,6.0,6.0,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.427739726,1,22482.0
127,29.6,34.4,34.7,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.579483912,1,174624.0
128,60.0,59.0,58.3,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.53711787,1,277604.0
129,72.0,72.9,72.9,0.0,0.0,6,0,0,WAT,NOT AVAILABLE,0,0,0,0.383702576,1,245034.0
130,16.0,16.6,16.6,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.294575563,1,42836.0
131,44.8,52.0,52.4,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.344959607,1,157136.0
132,0.0,0.0,0.0,0.0,343.6,0,0,6,BIT,DFO,0,0,0,0.0,0,0.0
133,807.4,714.0,714.0,0.0,679.9,2,0,5,NG,BIT,0,23928826,0,0.359965881,1,2251457.0
134,22.5,28.5,28.8,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.33222783,1,82944.0
135,0.0,0.0,0.0,0.0,352.4,0,0,5,BIT,NG,0,0,0,0.0,1,0.0
136,0.0,0.0,0.0,0.0,105.9,0,0,5,NG,NOT AVAILABLE,0,0,0,0.0,1,0.0
137,17.6,12.0,15.2,0.0,0.0,8,0,0,WAT,NOT AVAILABLE,0,0,0,0.944406393,1,99276.0
138,0.0,0.0,0.0,0.0,12.6,0,0,1,NG,RFO,0,0,0,0.0,0,0.0
139,0.0,0.0,0.0,0.0,42.0,0,0,3,DFO,RFO,0,0,0,0.0,1,0.0
140,17.2,15.2,15.2,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.37112473,1,49416.0
141,17.5,14.0,14.0,0.0,0.0,2,0,0,NG,BIT,0,0,0,0.0,1,0.0
142,420.0,405.0,405.0,0.0,0.0,5,0,0,WAT,NOT AVAILABLE,0,0,0,0.206968262,1,734282.0
143,23.5,17.3,14.7,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.404663869,0,61326.0
144,15.9,20.1,19.3,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.385674368,1,67908.0
145,131.2,126.8,126.6,0.0,86.0,3,0,3,WAT,NOT AVAILABLE,0,0,0,0.264932911,1,294279.0
146,86.6,72.0,72.0,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.299139079,0,188673.0
147,168.0,168.0,168.0,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.397773293,1,585395.0
148,48.0,34.0,34.0,0.0,0.0,1,0,0,NG,NOT AVAILABLE,0,0,0,0.0,1,0.0
149,0.0,0.0,0.0,0.0,104.4,0,0,2,RFO,NOT AVAILABLE,0,0,0,0.0,0,0.0
150,609.7,582.1,582.1,0.0,0.0,6,0,0,RFO,NOT AVAILABLE,0,0,4069885,0.466356853,1,2378045.0
151,474.6,456.6,456.6,0.0,0.0,8,0,0,RFO,DFO,0,0,1340843,0.184225224,1,736867.0
152,7.5,7.5,7.5,0.0,3.0,3,0,3,DFO,NOT AVAILABLE,0,0,2114,0.017229833,1,1132.0
153,50.0,41.0,41.0,0.0,0.0,1,0,0,WAT,NOT AVAILABLE,0,0,0,0.331339793,1,119004.0
154,10.7,10.7,10.7,0.0,3.0,5,0,2,DFO,NOT AVAILABLE,0,0,13825,0.084549567,0,7925.0
155,644.3,560.0,585.0,0.0,136.0,2,0,1,SUB,DFO,1938490,0,10590,0.633072606,1,3105600.978
156,0.0,0.0,0.0,0.0,36.0,0,0,2,NG,NOT AVAILABLE,0,0,0,0.0,0,0.0
157,0.0,0.0,0.0,0.0,152.0,0,0,8,DFO,NOT AVAILABLE,0,0,0,0.0,0,0.0
158,0.0,0.0,0.0,0.0,278.4,0,0,15,NG,DFO,0,0,0,0.0,0,0.0
159,0.0,0.0,0.0,0.0,805.0,0,0,14,SUB,NG,0,0,0,0.0,1,0.0
160,2018.6,1797.0,1805.0,0.0,0.0,2,0,0,NUC,NOT AVAILABLE,0,0,0,0.983303476,1,15478888.0
161,1319.0,1108.0,1108.0,0.0,0.0,2,0,0,SUB,NOT AVAILABLE,989568,42960,0,0.152024713,1,1475564.026
162,0.0,0.0,0.0,0.0,132.6,0,0,6,KER,NG,0,0,0,0.0,0,0.0
163,2018.6,1819.0,1819.0,0.0,0.0,2,0,0,NUC,NOT AVAILABLE,0,0,0,0.986068227,1,15712445.0
164,0.0,0.0,0.0,0.0,149.6,0,0,8,DFO,NG,0,0,0,0.0,0,0.0
165,598.4,510.0,520.0,0.0,670.4,1,0,3,SUB,DFO,223614,0,8715,0.069021399,1,308360.004
166,1099.8,948.0,1002.0,0.0,0.0,6,0,0,RC,NG,2266255,6549820,0,0.494798588,1,4109044.98
167,1259.6,1157.0,1185.0,0.0,634.5,2,0,1,RC,DFO,2481495,0,27277,0.400652071,1,4060736.953
168,0.0,0.0,0.0,0.0,718.0,0,0,6,RC,RFO,0,0,0,0.0,1,0.0
169,0.0,0.0,0.0,0.0,306.3,0,0,2,RC,SUB,0,0,0,0.0,1,0.0
170,0.0,0.0,0.0,0.0,95.2,0,0,4,NG,NOT AVAILABLE,0,0,0,0.0,0,0.0
171,0.0,0.0,0.0,0.0,197.3,0,0,3,SUB,DFO,0,0,0,0.0,1,0.0
172,0.0,0.0,0.0,0.0,650.1,0,0,5,RC,NG,0,0,0,0.0,1,0.0
173,75.6,67.2,83.2,0.0,0.0,8,0,0,NG,WAT,0,7661,0,0.012925704,1,7609.0
174,1.1,1.1,1.1,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.655873807,0,6320.0
175,16.9,17.0,17.0,0.0,2.0,7,0,1,DFO,NG,0,0,568,0.003008327,0,448.0
176,10.8,10.8,10.8,0.0,0.0,7,0,0,DFO,NOT AVAILABLE,0,0,460,0.002557923,0,242.0
177,13.4,11.8,11.8,0.0,4.0,7,0,3,DFO,NG,0,0,75,0.000406315,0,42.0
178,0.0,0.0,0.0,0.0,7.5,0,0,3,DFO,NOT AVAILABLE,0,0,0,0.0,0,0.0
179,33.6,27.2,27.2,0.0,0.0,11,0,0,NG,DFO,0,11,147,0.030389639,0,7241.0
180,17.6,16.8,16.8,0.0,0.0,7,0,0,DFO,NG,0,0,207,0.000815395,1,120.0
181,9.2,8.4,8.4,0.0,0.0,6,0,0,DFO,NOT AVAILABLE,0,0,33,0.000366928,0,27.0
182,16.9,16.9,16.9,0.0,3.0,9,0,3,DFO,NOT AVAILABLE,0,0,221,0.00106725,0,158.0
183,36.5,34.3,34.3,0.0,27.0,12,0,9,DFO,JF,0,0,333,0.122409042,1,36780.0
184,0.0,0.0,0.0,0.0,12.2,0,0,3,WAT,NOT AVAILABLE,0,0,0,0.0,1,0.0
185,14.4,14.4,14.4,0.0,15.5,8,0,7,DFO,NG,0,0,317,0.001371449,0,173.0
186,15.0,14.3,14.4,0.0,1.5,6,0,2,DFO,NOT AVAILABLE,0,0,381,0.001556663,0,195.0
187,18.0,14.6,14.6,0.0,1.0,9,0,1,NG,DFO,0,22795,603,0.022244636,0,2845.0
188,437.4,355.0,355.0,0.0,180.4,2,0,2,BIT,NOT AVAILABLE,423842,94707,0,0.243077047,1,755921.001
189,30.2,28.3,29.1,0.0,0.0,13,0,0,DFO,NG,0,4107,200,0.001823257,0,452.0
190,33.4,33.4,33.4,0.0,0.0,5,0,0,NG,DFO,0,66657,425,0.013920789,0,4073.0
191,249.0,260.0,300.0,0.0,173.0,5,0,1,BIT,NG,523766,55150,2132,0.400198896,1,911493.005
192,1303.8,1173.0,1198.2,0.0,0.0,6,0,0,BIT,SUB,2095198,0,13677,0.425801424,1,4375314.016
193,3.4,1.4,2.1,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.705316373,1,8650.0
194,0.0,0.0,0.0,0.0,1100.1,0,0,4,BIT,SUB,0,0,0,0.0,1,0.0
195,1064.7,966.0,979.0,0.0,113.6,10,0,3,NG,DFO,0,18842533,2474,0.190732036,1,1614005.004
196,644.0,644.0,644.0,0.0,396.3,3,0,7,NG,BIT,0,35762357,0,0.902848918,1,5093368.0
197,8.4,6.4,8.4,0.0,15.0,3,0,1,NG,PUR,0,3343341,0,0.498702911,1,27959.28
198,2154.8,1710.5,1741.2,0.0,0.0,7,0,0,BIT,DFO,2921248,0,28895,0.409853727,1,6141240.047
199,0.0,0.0,0.0,0.0,641.0,0,0,3,BIT,NG,0,0,0,0.0,1,0.0
200,0.0,0.0,0.0,0.0,537.6,0,0,5,SUB,NG,0,0,0,0.0,1,0.0
201,540.0,455.0,455.0,0.0,140.0,1,0,2,SUB,NG,847113,222701,0,0.37955316,1,1512822.987
202,7.3,4.0,4.0,0.0,0.0,4,0,0,WAT,NOT AVAILABLE,0,0,0,0.437899543,1,15344.0
203,11.8,6.0,6.0,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.336872146,1,17706.0
204,1184.9,1089.0,1115.0,0.0,0.0,7,0,0,BIT,NG,2012218,158106,9384,0.458948455,1,4378203.044
205,0.0,0.0,0.0,0.0,83.6,0,0,2,DFO,NOT AVAILABLE,0,0,0,0.0,1,0.0
206,77.7,50.8,50.8,0.0,0.0,3,0,0,WAT,NOT AVAILABLE,0,0,0,0.459926563,1,204671.0
207,283.0,264.0,310.0,0.0,0.0,5,0,0,NG,NOT AVAILABLE,0,13368981,0,0.724683479,1,1675932.0
208,0.0,0.0,0.0,0.0,22.2,0,0,2,NG,NOT AVAILABLE,0,0,0,0.0,1,0.0
209,1.8,1.8,1.8,0.0,34.5,1,0,2,BIT,DFO,0,0,0,0.0,1,0.0
210,21.8,21.1,21.1,0.0,3.0,6,0,1,NG,DFO,0,44,6,0.002591487,1,479.0
211,93.9,99.7,99.7,0.0,0.0,2,0,0,BIT,NOT AVAILABLE,20896,0,1284,0.037721612,1,32945.0
212,0.0,0.0,0.0,0.0,85.2,0,0,5,NG,SUB,0,0,0,0.0,1,0.0
213,274.5,241.4,242.8,0.0,66.0,1,0,5,SUB,DFO,273177,0,7221,0.154985378,1,327742.0
214,0.0,0.0,0.0,0.0,237.3,0,0,2,NG,NOT AVAILABLE,0,0,0,0.0,1,0.0
215,0.0,0.0,0.0,0.0,679.5,0,0,1,NUC,NOT AVAILABLE,0,0,0,0.0,1,2904863.0
216,1.2,1.2,1.2,0.0,0.0,2,0,0,WAT,NOT AVAILABLE,0,0,0,0.753710046,0,7923.0
217,189.0,169.6,204.8,0.0,0.0,3,0,0,NG,NOT AVAILABLE,0,351478,0,0.032802808,0,48735.0
218,213.4,148.6,155.3,0.0,23.0,3,0,1,NG,SUB,48547,255271,0,0.037454599,1,48756.0
219,0.0,0.0,0.0,0.0,156.6,0,0,3,NG,SUB,0,0,0,0.0,1,0.0
220,1648.3,1521.3,1521.3,0.0,130.6,2,0,2,RC,SUB,2889051,46719,67485,0.371685614,1,4953301.044
221,36.0,33.3,36.0,0.0,0.0,2,0,0,NG,NOT AVAILABLE,0,5844,0,0.000174832,1,51.0
222,290.8,244.9,257.8,0.0,0.0,5,0,0,SUB,NG,713327,56824,0,0.526569874,1,1129662.989
223,0.0,0.0,0.0,0.0,60.0,0,0,5,DFO,NOT AVAILABLE,0,0,0,0.0,1,0.0
224,5.0,4.9,5.2,0.0,1.1,3,0,1,DFO,NOT AVAILABLE,0,0,33,0.000489237,0,21.0
225,10.0,9.8,10.0,0.0,5.3,1,0,1,NG,DFO,0,1671,108,0.00193365,1,166.0
226,8.0,7.0,7.1,1.8,0.6,5,1,1,DFO,NG,0,0,31,0.000277234,0,17.0
227,2.3,2.0,2.0,0.0,2.3,1,0,5,DFO,NG,0,0,182,0.006278539,0,110.0
228,7.2,6.8,6.9,0.0,0.0,5,0,0,DFO,NG,0,0,52,0.000470051,0,28.0
229,51.5,55.9,55.9,0.0,0.0,2,0,0,NG,BIT,76,55630,0,0.003965823,1,1942.0
230,2.0,1.8,1.8,0.0,1.4,1,0,3,DFO,NOT AVAILABLE,0,0,75,0.002983257,0,47.04
231,6.8,6.8,6.8,0.0,3.2,3,0,4,DFO,NOT AVAILABLE,0,0,159,0.001326215,0,79.0
232,1.8,1.8,1.8,0.0,0.7,1,0,2,DFO,NG,0,0,15,0.000380518,0,6.0
233,22.0,21.2,21.2,0.0,0.0,6,0,0,DFO,NOT AVAILABLE,0,0,454,0.001400017,1,260.0
234,8.7,8.7,8.7,0.0,0.0,3,0,0,DFO,NG,0,198,77,0.001062825,0,81.0
